st_case_year,STATE,ST_CASE,VEH_NO,MDRDSTRD,idno
240425_2013,24,240425,1,0,816
240425_2013,24,240425,2,0,817
240426_2013,24,240426,1,0,818
240426_2013,24,240426,2,0,819
240427_2013,24,240427,1,0,820
240427_2013,24,240427,2,93,821
240428_2013,24,240428,1,99,822
240428_2013,24,240428,2,0,823
240429_2013,24,240429,1,0,824
240430_2013,24,240430,1,96,825
240431_2013,24,240431,1,93,826
240432_2013,24,240432,1,99,827
240432_2013,24,240432,2,99,828
240432_2013,24,240432,3,96,829
100001_2012,10,100001,1,99,830
100001_2012,10,100001,2,99,831
100001_2012,10,100001,3,99,832
100002_2012,10,100002,1,0,833
100003_2012,10,100003,1,19,834
100004_2012,10,100004,1,99,835
100005_2012,10,100005,1,99,836
100006_2012,10,100006,1,0,837
100007_2012,10,100007,1,99,838
100007_2012,10,100007,2,0,839
100007_2012,10,100007,3,0,840
100008_2012,10,100008,1,0,841
100009_2012,10,100009,1,0,842
100009_2012,10,100009,2,99,843
100010_2012,10,100010,1,99,844
100010_2012,10,100010,2,0,845
100011_2012,10,100011,1,98,846
100012_2012,10,100012,1,99,847
100012_2012,10,100012,2,99,848
100013_2012,10,100013,1,99,849
100014_2012,10,100014,1,0,850
100015_2012,10,100015,1,0,851
100015_2012,10,100015,2,0,852
100016_2012,10,100016,1,0,853
100016_2012,10,100016,2,0,854
100017_2012,10,100017,1,12,855
100018_2012,10,100018,1,0,856
100019_2012,10,100019,1,0,857
100019_2012,10,100019,2,0,858
100020_2012,10,100020,1,0,859
100020_2012,10,100020,2,15,860
100021_2012,10,100021,1,0,861
100021_2012,10,100021,2,0,862
100022_2012,10,100022,1,0,863
100022_2012,10,100022,2,0,864
100023_2012,10,100023,1,0,865
100023_2012,10,100023,2,99,866
100024_2012,10,100024,1,0,867
100024_2012,10,100024,2,0,868
100025_2012,10,100025,1,0,869
100026_2012,10,100026,1,0,870
100026_2012,10,100026,2,0,871
100027_2012,10,100027,1,98,872
100028_2012,10,100028,1,0,873
100028_2012,10,100028,2,99,874
100029_2012,10,100029,1,0,875
100030_2012,10,100030,1,99,876
100031_2012,10,100031,1,99,877
100032_2012,10,100032,1,99,878
100033_2012,10,100033,1,99,879
100034_2012,10,100034,1,0,880
100034_2012,10,100034,2,99,881
100035_2012,10,100035,1,99,882
100036_2012,10,100036,1,99,883
100037_2012,10,100037,1,0,884
100038_2012,10,100038,1,99,885
100039_2012,10,100039,1,0,886
100039_2012,10,100039,2,93,887
100040_2012,10,100040,1,99,888
100041_2012,10,100041,1,99,889
100041_2012,10,100041,2,0,890
100042_2012,10,100042,1,99,891
100043_2012,10,100043,1,19,892
100044_2012,10,100044,1,0,893
100045_2012,10,100045,1,0,894
100046_2012,10,100046,1,0,895
100047_2012,10,100047,1,0,896
100047_2012,10,100047,2,99,897
100048_2012,10,100048,1,0,898
100048_2012,10,100048,2,0,899
100049_2012,10,100049,1,99,900
100050_2012,10,100050,1,99,901
100051_2012,10,100051,1,99,902
100052_2012,10,100052,1,99,903
100053_2012,10,100053,1,99,904
100054_2012,10,100054,1,98,905
100054_2012,10,100054,2,0,906
100055_2012,10,100055,1,99,907
100055_2012,10,100055,2,99,908
100056_2012,10,100056,1,0,909
100057_2012,10,100057,1,0,910
100058_2012,10,100058,1,0,911
100058_2012,10,100058,2,0,912
100059_2012,10,100059,1,99,913
100060_2012,10,100060,1,0,914
100061_2012,10,100061,1,0,915
100062_2012,10,100062,1,0,916
100062_2012,10,100062,2,0,917
100063_2012,10,100063,1,0,918
100064_2012,10,100064,1,99,919
100064_2012,10,100064,2,0,920
100065_2012,10,100065,1,99,921
100066_2012,10,100066,1,0,922
100067_2012,10,100067,1,0,923
100068_2012,10,100068,1,99,924
100069_2012,10,100069,1,1,925
100069_2012,10,100069,2,0,926
100070_2012,10,100070,1,0,927
100071_2012,10,100071,1,0,928
100072_2012,10,100072,1,0,929
100073_2012,10,100073,1,99,930
100074_2012,10,100074,1,99,931
100075_2012,10,100075,1,0,932
100075_2012,10,100075,2,0,933
100076_2012,10,100076,1,0,934
100076_2012,10,100076,2,99,935
100077_2012,10,100077,1,0,936
100078_2012,10,100078,1,99,937
100079_2012,10,100079,1,15,938
100080_2012,10,100080,1,99,939
100081_2012,10,100081,1,99,940
100082_2012,10,100082,1,0,941
100083_2012,10,100083,1,0,942
100083_2012,10,100083,2,0,943
100084_2012,10,100084,1,0,944
100084_2012,10,100084,2,99,945
100084_2012,10,100084,3,0,946
100085_2012,10,100085,1,0,947
100086_2012,10,100086,1,0,948
100087_2012,10,100087,1,0,949
100087_2012,10,100087,2,99,950
100088_2012,10,100088,1,99,951
100089_2012,10,100089,2,12,952
100090_2012,10,100090,1,0,953
100090_2012,10,100090,2,0,954
100090_2012,10,100090,3,98,955
100091_2012,10,100091,1,99,956
100092_2012,10,100092,1,99,957
100093_2012,10,100093,1,0,958
100094_2012,10,100094,1,0,959
100095_2012,10,100095,1,0,960
100096_2012,10,100096,1,0,961
100097_2012,10,100097,1,0,962
100098_2012,10,100098,1,99,963
100099_2012,10,100099,1,0,964
100100_2012,10,100100,1,12,965
100101_2012,10,100101,1,0,966
100102_2012,10,100102,1,99,967
100103_2012,10,100103,1,0,968
100103_2012,10,100103,2,0,969
100104_2012,10,100104,1,0,970
100105_2012,10,100105,1,0,971
100105_2012,10,100105,2,0,972
100106_2012,10,100106,1,0,973
100107_2012,10,100107,1,0,974
100108_2012,10,100108,1,0,975
110001_2012,11,110001,1,96,976
110001_2012,11,110001,2,0,977
110002_2012,11,110002,1,96,978
110002_2012,11,110002,2,0,979
110003_2012,11,110003,1,0,980
110004_2012,11,110004,1,0,981
110004_2012,11,110004,2,96,982
110005_2012,11,110005,1,0,983
110006_2012,11,110006,1,0,984
110006_2012,11,110006,2,0,985
110007_2012,11,110007,1,0,986
110007_2012,11,110007,2,99,987
110008_2012,11,110008,1,96,988
110009_2012,11,110009,1,0,989
110010_2012,11,110010,1,0,990
110011_2012,11,110011,1,96,991
110012_2012,11,110012,1,96,992
110012_2012,11,110012,2,96,993
110013_2012,11,110013,1,99,994
110014_2012,11,110014,1,99,995
110014_2012,11,110014,2,99,996
240001_2012,24,240001,1,0,997
240002_2012,24,240002,1,0,998
240003_2012,24,240003,1,93,999
240004_2012,24,240004,1,0,1000
240005_2012,24,240005,1,93,1001
240005_2012,24,240005,2,0,1002
240006_2012,24,240006,1,0,1003
240007_2012,24,240007,1,0,1004
240007_2012,24,240007,2,0,1005
240008_2012,24,240008,1,0,1006
240009_2012,24,240009,1,0,1007
240009_2012,24,240009,2,93,1008
240010_2012,24,240010,1,93,1009
240011_2012,24,240011,1,93,1010
240012_2012,24,240012,1,0,1011
240012_2012,24,240012,2,16,1012
240013_2012,24,240013,1,0,1013
240014_2012,24,240014,1,0,1014
240014_2012,24,240014,2,0,1015
240015_2012,24,240015,1,92,1016
240016_2012,24,240016,1,92,1017
240017_2012,24,240017,1,0,1018
240018_2012,24,240018,1,0,1019
240019_2012,24,240019,1,92,1020
240020_2012,24,240020,1,92,1021
240021_2012,24,240021,1,0,1022
240022_2012,24,240022,1,92,1023
240023_2012,24,240023,1,0,1024
240024_2012,24,240024,1,1,1025
240025_2012,24,240025,1,0,1026
240025_2012,24,240025,2,0,1027
240026_2012,24,240026,1,0,1028
240026_2012,24,240026,2,92,1029
240027_2012,24,240027,1,0,1030
240027_2012,24,240027,2,0,1031
240027_2012,24,240027,3,0,1032
240028_2012,24,240028,1,0,1033
240028_2012,24,240028,2,0,1034
240029_2012,24,240029,1,0,1035
240029_2012,24,240029,2,0,1036
240030_2012,24,240030,1,0,1037
240030_2012,24,240030,2,0,1038
240030_2012,24,240030,3,0,1039
240030_2012,24,240030,4,0,1040
240031_2012,24,240031,1,0,1041
240032_2012,24,240032,1,0,1042
240033_2012,24,240033,1,0,1043
240034_2012,24,240034,1,0,1044
240035_2012,24,240035,1,0,1045
240036_2012,24,240036,1,0,1046
240036_2012,24,240036,2,0,1047
240037_2012,24,240037,1,0,1048
240038_2012,24,240038,1,93,1049
240038_2012,24,240038,2,0,1050
240039_2012,24,240039,1,0,1051
240040_2012,24,240040,1,1,1052
240041_2012,24,240041,1,93,1053
240042_2012,24,240042,1,0,1054
240043_2012,24,240043,1,0,1055
240043_2012,24,240043,2,0,1056
240044_2012,24,240044,1,93,1057
240044_2012,24,240044,2,0,1058
240045_2012,24,240045,1,0,1059
240046_2012,24,240046,1,99,1060
240047_2012,24,240047,1,93,1061
240047_2012,24,240047,2,0,1062
240047_2012,24,240047,3,0,1063
240048_2012,24,240048,1,93,1064
240048_2012,24,240048,2,0,1065
240049_2012,24,240049,1,98,1066
240050_2012,24,240050,1,93,1067
240050_2012,24,240050,2,0,1068
240050_2012,24,240050,3,0,1069
240051_2012,24,240051,1,0,1070
240052_2012,24,240052,1,0,1071
240053_2012,24,240053,1,93,1072
240053_2012,24,240053,2,0,1073
240053_2012,24,240053,3,0,1074
240054_2012,24,240054,1,93,1075
240054_2012,24,240054,2,0,1076
240054_2012,24,240054,3,0,1077
240055_2012,24,240055,1,93,1078
240055_2012,24,240055,2,0,1079
240056_2012,24,240056,1,0,1080
240057_2012,24,240057,1,93,1081
240057_2012,24,240057,2,0,1082
240057_2012,24,240057,3,0,1083
240058_2012,24,240058,1,0,1084
240059_2012,24,240059,1,0,1085
240059_2012,24,240059,2,0,1086
240059_2012,24,240059,3,0,1087
240059_2012,24,240059,4,0,1088
240059_2012,24,240059,5,0,1089
240059_2012,24,240059,6,0,1090
240060_2012,24,240060,1,0,1091
240060_2012,24,240060,2,0,1092
240061_2012,24,240061,1,93,1093
240061_2012,24,240061,2,0,1094
240061_2012,24,240061,3,0,1095
240062_2012,24,240062,1,93,1096
240062_2012,24,240062,2,0,1097
240063_2012,24,240063,1,0,1098
240064_2012,24,240064,1,93,1099
240065_2012,24,240065,1,93,1100
240065_2012,24,240065,2,0,1101
240066_2012,24,240066,1,93,1102
240067_2012,24,240067,1,93,1103
240068_2012,24,240068,1,93,1104
240069_2012,24,240069,1,93,1105
240069_2012,24,240069,2,0,1106
240069_2012,24,240069,3,0,1107
240070_2012,24,240070,1,93,1108
240070_2012,24,240070,2,0,1109
240071_2012,24,240071,1,15,1110
240071_2012,24,240071,2,0,1111
240072_2012,24,240072,1,93,1112
240072_2012,24,240072,2,0,1113
240072_2012,24,240072,3,0,1114
240073_2012,24,240073,1,0,1115
240073_2012,24,240073,2,0,1116
240074_2012,24,240074,1,0,1117
240075_2012,24,240075,1,93,1118
240076_2012,24,240076,1,0,1119
240077_2012,24,240077,1,1,1120
240078_2012,24,240078,1,92,1121
240079_2012,24,240079,1,0,1122
240080_2012,24,240080,1,0,1123
240081_2012,24,240081,1,93,1124
240081_2012,24,240081,2,0,1125
240082_2012,24,240082,1,93,1126
240083_2012,24,240083,1,0,1127
240083_2012,24,240083,2,0,1128
240084_2012,24,240084,1,0,1129
240084_2012,24,240084,2,0,1130
240085_2012,24,240085,1,0,1131
240086_2012,24,240086,1,99,1132
240087_2012,24,240087,1,93,1133
240088_2012,24,240088,1,93,1134
240089_2012,24,240089,1,0,1135
240090_2012,24,240090,1,0,1136
240090_2012,24,240090,2,0,1137
240090_2012,24,240090,3,0,1138
240090_2012,24,240090,4,0,1139
240091_2012,24,240091,1,19,1140
240091_2012,24,240091,2,0,1141
240092_2012,24,240092,1,0,1142
240093_2012,24,240093,1,0,1143
240094_2012,24,240094,1,99,1144
240095_2012,24,240095,1,0,1145
240095_2012,24,240095,2,0,1146
240096_2012,24,240096,1,0,1147
240097_2012,24,240097,1,0,1148
240098_2012,24,240098,1,0,1149
240099_2012,24,240099,1,0,1150
240099_2012,24,240099,2,0,1151
240100_2012,24,240100,1,0,1152
240101_2012,24,240101,1,93,1153
240102_2012,24,240102,1,0,1154
240103_2012,24,240103,1,1,1155
240103_2012,24,240103,2,0,1156
240104_2012,24,240104,1,93,1157
240105_2012,24,240105,1,93,1158
240106_2012,24,240106,1,0,1159
240106_2012,24,240106,2,0,1160
240107_2012,24,240107,1,93,1161
240108_2012,24,240108,1,93,1162
240109_2012,24,240109,1,0,1163
240110_2012,24,240110,1,0,1164
240111_2012,24,240111,1,0,1165
240112_2012,24,240112,1,93,1166
240112_2012,24,240112,2,0,1167
240113_2012,24,240113,1,0,1168
240113_2012,24,240113,2,0,1169
240114_2012,24,240114,1,93,1170
240115_2012,24,240115,1,93,1171
240115_2012,24,240115,2,0,1172
240116_2012,24,240116,1,98,1173
240117_2012,24,240117,1,0,1174
240118_2012,24,240118,1,93,1175
240118_2012,24,240118,2,0,1176
240119_2012,24,240119,1,0,1177
240120_2012,24,240120,1,0,1178
240121_2012,24,240121,1,92,1179
240122_2012,24,240122,1,1,1180
240123_2012,24,240123,1,0,1181
240124_2012,24,240124,1,0,1182
240125_2012,24,240125,1,93,1183
240125_2012,24,240125,2,0,1184
240126_2012,24,240126,1,0,1185
240126_2012,24,240126,2,0,1186
240127_2012,24,240127,1,93,1187
240127_2012,24,240127,2,0,1188
240127_2012,24,240127,3,0,1189
240128_2012,24,240128,1,16,1190
240128_2012,24,240128,2,0,1191
240128_2012,24,240128,3,0,1192
240129_2012,24,240129,1,0,1193
240130_2012,24,240130,1,0,1194
240131_2012,24,240131,1,0,1195
240131_2012,24,240131,2,0,1196
240132_2012,24,240132,1,1,1197
240132_2012,24,240132,2,0,1198
240132_2012,24,240132,3,0,1199
240133_2012,24,240133,1,93,1200
240133_2012,24,240133,2,0,1201
240134_2012,24,240134,1,0,1202
240135_2012,24,240135,1,93,1203
240136_2012,24,240136,1,0,1204
240137_2012,24,240137,1,0,1205
240138_2012,24,240138,1,0,1206
240139_2012,24,240139,1,0,1207
240140_2012,24,240140,1,93,1208
240140_2012,24,240140,2,0,1209
240141_2012,24,240141,1,93,1210
240141_2012,24,240141,2,0,1211
240142_2012,24,240142,1,0,1212
240143_2012,24,240143,1,93,1213
240144_2012,24,240144,1,0,1214
240145_2012,24,240145,1,99,1215
240146_2012,24,240146,1,0,1216
240146_2012,24,240146,2,0,1217
240147_2012,24,240147,1,0,1218
240147_2012,24,240147,2,0,1219
240148_2012,24,240148,1,0,1220
240149_2012,24,240149,1,0,1221
240149_2012,24,240149,2,0,1222
240149_2012,24,240149,3,0,1223
240150_2012,24,240150,1,0,1224
240150_2012,24,240150,2,0,1225
240151_2012,24,240151,1,93,1226
240151_2012,24,240151,2,0,1227
240152_2012,24,240152,1,0,1228
240153_2012,24,240153,1,0,1229
240153_2012,24,240153,2,0,1230
240154_2012,24,240154,1,0,1231
240155_2012,24,240155,1,0,1232
240156_2012,24,240156,1,93,1233
240156_2012,24,240156,2,0,1234
240157_2012,24,240157,1,93,1235
240158_2012,24,240158,1,0,1236
240158_2012,24,240158,2,0,1237
240159_2012,24,240159,1,93,1238
240159_2012,24,240159,2,0,1239
240160_2012,24,240160,1,6,1240
240161_2012,24,240161,1,0,1241
240162_2012,24,240162,1,93,1242
240162_2012,24,240162,2,0,1243
240162_2012,24,240162,3,0,1244
240163_2012,24,240163,1,0,1245
240163_2012,24,240163,2,0,1246
240164_2012,24,240164,1,0,1247
240165_2012,24,240165,1,93,1248
240166_2012,24,240166,1,0,1249
240167_2012,24,240167,1,0,1250
240168_2012,24,240168,1,93,1251
240168_2012,24,240168,2,0,1252
240168_2012,24,240168,3,0,1253
240169_2012,24,240169,1,0,1254
240170_2012,24,240170,1,93,1255
240170_2012,24,240170,2,0,1256
240171_2012,24,240171,1,93,1257
240171_2012,24,240171,2,0,1258
240172_2012,24,240172,1,0,1259
240172_2012,24,240172,2,0,1260
240173_2012,24,240173,1,1,1261
240174_2012,24,240174,1,0,1262
240175_2012,24,240175,1,92,1263
240176_2012,24,240176,1,0,1264
240177_2012,24,240177,1,0,1265
240177_2012,24,240177,2,0,1266
240177_2012,24,240177,3,1,1267
240178_2012,24,240178,1,92,1268
240179_2012,24,240179,1,0,1269
240180_2012,24,240180,1,1,1270
240181_2012,24,240181,1,0,1271
240182_2012,24,240182,1,0,1272
240183_2012,24,240183,1,0,1273
240184_2012,24,240184,1,0,1274
240185_2012,24,240185,1,93,1275
240186_2012,24,240186,1,0,1276
240186_2012,24,240186,2,0,1277
240187_2012,24,240187,1,93,1278
240187_2012,24,240187,2,0,1279
240188_2012,24,240188,1,0,1280
240189_2012,24,240189,1,1,1281
240190_2012,24,240190,1,0,1282
240190_2012,24,240190,2,1,1283
240191_2012,24,240191,1,0,1284
240192_2012,24,240192,1,0,1285
240192_2012,24,240192,2,0,1286
240193_2012,24,240193,1,98,1287
240193_2012,24,240193,2,0,1288
240194_2012,24,240194,1,93,1289
240194_2012,24,240194,2,0,1290
240195_2012,24,240195,1,0,1291
240196_2012,24,240196,1,0,1292
240196_2012,24,240196,2,0,1293
240197_2012,24,240197,1,92,1294
240198_2012,24,240198,1,0,1295
240198_2012,24,240198,2,0,1296
240199_2012,24,240199,1,92,1297
240199_2012,24,240199,2,0,1298
240200_2012,24,240200,1,0,1299
240201_2012,24,240201,1,99,1300
240201_2012,24,240201,2,0,1301
240202_2012,24,240202,1,0,1302
240202_2012,24,240202,2,0,1303
240203_2012,24,240203,1,1,1304
240204_2012,24,240204,1,0,1305
240204_2012,24,240204,2,0,1306
240205_2012,24,240205,1,0,1307
240206_2012,24,240206,1,0,1308
240207_2012,24,240207,1,93,1309
240207_2012,24,240207,2,0,1310
240208_2012,24,240208,1,0,1311
240209_2012,24,240209,1,0,1312
240210_2012,24,240210,1,93,1313
240211_2012,24,240211,1,93,1314
240211_2012,24,240211,2,0,1315
240212_2012,24,240212,1,93,1316
240213_2012,24,240213,1,0,1317
240213_2012,24,240213,2,0,1318
240214_2012,24,240214,1,93,1319
240215_2012,24,240215,1,0,1320
240216_2012,24,240216,1,0,1321
240217_2012,24,240217,1,0,1322
240217_2012,24,240217,2,0,1323
240218_2012,24,240218,1,0,1324
240219_2012,24,240219,1,0,1325
240220_2012,24,240220,1,92,1326
240221_2012,24,240221,1,0,1327
240222_2012,24,240222,1,92,1328
240223_2012,24,240223,1,92,1329
240223_2012,24,240223,2,0,1330
240224_2012,24,240224,1,0,1331
240225_2012,24,240225,1,0,1332
240226_2012,24,240226,1,0,1333
240227_2012,24,240227,1,93,1334
240228_2012,24,240228,1,92,1335
240228_2012,24,240228,2,0,1336
240229_2012,24,240229,1,0,1337
240230_2012,24,240230,1,92,1338
240230_2012,24,240230,2,0,1339
240231_2012,24,240231,1,0,1340
240232_2012,24,240232,1,0,1341
240232_2012,24,240232,2,0,1342
240232_2012,24,240232,3,0,1343
240233_2012,24,240233,1,0,1344
240234_2012,24,240234,1,0,1345
240235_2012,24,240235,1,92,1346
240235_2012,24,240235,2,0,1347
240236_2012,24,240236,1,93,1348
240236_2012,24,240236,2,0,1349
240236_2012,24,240236,3,0,1350
240236_2012,24,240236,4,0,1351
240237_2012,24,240237,1,0,1352
240237_2012,24,240237,2,0,1353
240238_2012,24,240238,1,93,1354
240238_2012,24,240238,2,0,1355
240239_2012,24,240239,1,93,1356
240239_2012,24,240239,2,0,1357
240240_2012,24,240240,1,0,1358
240240_2012,24,240240,2,0,1359
240241_2012,24,240241,1,0,1360
240241_2012,24,240241,2,0,1361
240242_2012,24,240242,1,99,1362
240243_2012,24,240243,1,0,1363
240244_2012,24,240244,1,0,1364
240244_2012,24,240244,2,1,1365
240245_2012,24,240245,1,0,1366
240246_2012,24,240246,1,0,1367
240246_2012,24,240246,2,0,1368
240247_2012,24,240247,1,92,1369
240248_2012,24,240248,1,1,1370
240249_2012,24,240249,1,0,1371
240250_2012,24,240250,1,0,1372
240250_2012,24,240250,2,0,1373
240251_2012,24,240251,1,93,1374
240252_2012,24,240252,1,99,1375
240253_2012,24,240253,1,0,1376
240253_2012,24,240253,2,0,1377
240254_2012,24,240254,1,93,1378
240255_2012,24,240255,1,92,1379
240255_2012,24,240255,2,0,1380
240255_2012,24,240255,3,0,1381
240256_2012,24,240256,1,0,1382
240256_2012,24,240256,2,0,1383
240257_2012,24,240257,1,93,1384
240258_2012,24,240258,1,0,1385
240259_2012,24,240259,1,0,1386
240260_2012,24,240260,1,1,1387
240261_2012,24,240261,1,93,1388
240261_2012,24,240261,2,0,1389
240262_2012,24,240262,1,0,1390
240262_2012,24,240262,2,0,1391
240263_2012,24,240263,1,0,1392
240263_2012,24,240263,2,0,1393
240264_2012,24,240264,1,0,1394
240264_2012,24,240264,2,0,1395
240264_2012,24,240264,3,1,1396
240265_2012,24,240265,1,93,1397
240266_2012,24,240266,1,93,1398
240267_2012,24,240267,1,0,1399
240268_2012,24,240268,1,93,1400
240268_2012,24,240268,2,0,1401
240268_2012,24,240268,3,0,1402
240269_2012,24,240269,1,93,1403
240270_2012,24,240270,1,0,1404
240270_2012,24,240270,2,0,1405
240271_2012,24,240271,1,0,1406
240271_2012,24,240271,2,0,1407
240272_2012,24,240272,1,99,1408
240273_2012,24,240273,1,93,1409
240274_2012,24,240274,1,0,1410
240274_2012,24,240274,2,0,1411
240275_2012,24,240275,1,0,1412
240275_2012,24,240275,2,93,1413
240276_2012,24,240276,1,0,1414
240277_2012,24,240277,1,0,1415
240278_2012,24,240278,1,0,1416
240278_2012,24,240278,2,0,1417
240279_2012,24,240279,1,93,1418
240279_2012,24,240279,2,0,1419
240280_2012,24,240280,1,0,1420
240280_2012,24,240280,2,0,1421
240280_2012,24,240280,3,0,1422
240281_2012,24,240281,1,93,1423
240281_2012,24,240281,2,0,1424
240282_2012,24,240282,1,93,1425
240283_2012,24,240283,1,0,1426
240283_2012,24,240283,2,0,1427
240284_2012,24,240284,1,96,1428
240285_2012,24,240285,1,0,1429
240285_2012,24,240285,2,0,1430
240286_2012,24,240286,1,93,1431
240286_2012,24,240286,2,0,1432
240287_2012,24,240287,1,93,1433
240288_2012,24,240288,1,99,1434
240288_2012,24,240288,2,0,1435
240289_2012,24,240289,1,0,1436
240290_2012,24,240290,1,0,1437
240290_2012,24,240290,2,0,1438
240290_2012,24,240290,3,0,1439
240291_2012,24,240291,1,0,1440
240291_2012,24,240291,2,0,1441
240292_2012,24,240292,1,93,1442
240292_2012,24,240292,2,0,1443
240293_2012,24,240293,1,93,1444
240293_2012,24,240293,2,0,1445
240294_2012,24,240294,1,93,1446
240295_2012,24,240295,1,1,1447
240296_2012,24,240296,1,0,1448
240296_2012,24,240296,2,0,1449
240297_2012,24,240297,1,93,1450
240298_2012,24,240298,1,93,1451
240298_2012,24,240298,2,0,1452
240299_2012,24,240299,1,0,1453
240300_2012,24,240300,1,93,1454
240300_2012,24,240300,2,0,1455
240301_2012,24,240301,1,93,1456
240302_2012,24,240302,1,93,1457
240303_2012,24,240303,1,93,1458
240304_2012,24,240304,1,0,1459
240305_2012,24,240305,1,93,1460
240305_2012,24,240305,2,1,1461
240306_2012,24,240306,1,0,1462
240307_2012,24,240307,1,0,1463
240308_2012,24,240308,1,0,1464
240309_2012,24,240309,1,93,1465
240310_2012,24,240310,1,93,1466
240310_2012,24,240310,2,0,1467
240311_2012,24,240311,1,93,1468
240312_2012,24,240312,1,0,1469
240312_2012,24,240312,2,0,1470
