st_case_year,STATE,ST_CASE,VEH_NO,MDRDSTRD,idno
240037_2016,24,240037,1,99,6434
240038_2016,24,240038,1,99,6435
240039_2016,24,240039,1,99,6436
240040_2016,24,240040,1,99,6437
240040_2016,24,240040,2,0,6438
240041_2016,24,240041,1,99,6439
240042_2016,24,240042,1,99,6440
240042_2016,24,240042,2,0,6441
240043_2016,24,240043,1,98,6442
240044_2016,24,240044,1,0,6443
240044_2016,24,240044,2,0,6444
240044_2016,24,240044,3,0,6445
240044_2016,24,240044,4,0,6446
240044_2016,24,240044,5,0,6447
240044_2016,24,240044,6,0,6448
240044_2016,24,240044,7,0,6449
240044_2016,24,240044,8,0,6450
240044_2016,24,240044,9,0,6451
240045_2016,24,240045,1,0,6452
240046_2016,24,240046,1,1,6453
240046_2016,24,240046,2,1,6454
240046_2016,24,240046,3,0,6455
240046_2016,24,240046,4,0,6456
240047_2016,24,240047,1,99,6457
240048_2016,24,240048,1,99,6458
240049_2016,24,240049,1,0,6459
240049_2016,24,240049,2,0,6460
240050_2016,24,240050,1,0,6461
240051_2016,24,240051,1,99,6462
240051_2016,24,240051,2,99,6463
240052_2016,24,240052,1,99,6464
240053_2016,24,240053,1,0,6465
240054_2016,24,240054,1,0,6466
240055_2016,24,240055,1,99,6467
240055_2016,24,240055,2,99,6468
240056_2016,24,240056,1,0,6469
240056_2016,24,240056,2,0,6470
240056_2016,24,240056,3,0,6471
240056_2016,24,240056,4,0,6472
240057_2016,24,240057,1,99,6473
240057_2016,24,240057,2,99,6474
240058_2016,24,240058,1,99,6475
240058_2016,24,240058,2,0,6476
240059_2016,24,240059,1,0,6477
240060_2016,24,240060,1,0,6478
240060_2016,24,240060,2,0,6479
240060_2016,24,240060,3,0,6480
240061_2016,24,240061,1,99,6481
240062_2016,24,240062,1,99,6482
240063_2016,24,240063,1,0,6483
240064_2016,24,240064,1,93,6484
240065_2016,24,240065,1,1,6485
240065_2016,24,240065,2,0,6486
240066_2016,24,240066,1,99,6487
240066_2016,24,240066,2,0,6488
240067_2016,24,240067,1,93,6489
240067_2016,24,240067,2,0,6490
240068_2016,24,240068,1,99,6491
240069_2016,24,240069,1,99,6492
240070_2016,24,240070,1,0,6493
240071_2016,24,240071,1,99,6494
240072_2016,24,240072,1,99,6495
240073_2016,24,240073,1,99,6496
240073_2016,24,240073,2,0,6497
240073_2016,24,240073,4,0,6498
240074_2016,24,240074,1,0,6499
240075_2016,24,240075,1,1,6500
240076_2016,24,240076,1,99,6501
240076_2016,24,240076,2,0,6502
240077_2016,24,240077,1,99,6503
240078_2016,24,240078,1,93,6504
240078_2016,24,240078,2,99,6505
240079_2016,24,240079,1,0,6506
240080_2016,24,240080,1,99,6507
240080_2016,24,240080,2,0,6508
240081_2016,24,240081,1,99,6509
240082_2016,24,240082,1,1,6510
240083_2016,24,240083,1,99,6511
240083_2016,24,240083,2,0,6512
240084_2016,24,240084,1,99,6513
240085_2016,24,240085,1,99,6514
240085_2016,24,240085,2,0,6515
240086_2016,24,240086,1,99,6516
240086_2016,24,240086,2,0,6517
240087_2016,24,240087,1,0,6518
240087_2016,24,240087,2,0,6519
240087_2016,24,240087,3,0,6520
240087_2016,24,240087,4,0,6521
240088_2016,24,240088,1,0,6522
240089_2016,24,240089,1,0,6523
240090_2016,24,240090,1,0,6524
240090_2016,24,240090,2,0,6525
240091_2016,24,240091,1,0,6526
240092_2016,24,240092,1,99,6527
240093_2016,24,240093,1,97,6528
240094_2016,24,240094,1,0,6529
240095_2016,24,240095,1,0,6530
240095_2016,24,240095,2,1,6531
240095_2016,24,240095,3,0,6532
240096_2016,24,240096,1,99,6533
240096_2016,24,240096,2,0,6534
240097_2016,24,240097,1,99,6535
240098_2016,24,240098,1,99,6536
240098_2016,24,240098,2,0,6537
240099_2016,24,240099,1,0,6538
240099_2016,24,240099,2,0,6539
240100_2016,24,240100,1,0,6540
240101_2016,24,240101,1,99,6541
240102_2016,24,240102,1,0,6542
240103_2016,24,240103,1,99,6543
240104_2016,24,240104,1,0,6544
240105_2016,24,240105,1,99,6545
240106_2016,24,240106,1,0,6546
240107_2016,24,240107,1,0,6547
240108_2016,24,240108,1,1,6548
240108_2016,24,240108,2,1,6549
240109_2016,24,240109,1,99,6550
240110_2016,24,240110,1,99,6551
240110_2016,24,240110,2,99,6552
240111_2016,24,240111,1,1,6553
240112_2016,24,240112,1,99,6554
240113_2016,24,240113,1,1,6555
240113_2016,24,240113,2,0,6556
240114_2016,24,240114,1,99,6557
240115_2016,24,240115,1,99,6558
240116_2016,24,240116,1,0,6559
240117_2016,24,240117,1,99,6560
240118_2016,24,240118,1,99,6561
240119_2016,24,240119,1,99,6562
240120_2016,24,240120,1,99,6563
240120_2016,24,240120,2,99,6564
240121_2016,24,240121,1,99,6565
240121_2016,24,240121,2,0,6566
240122_2016,24,240122,1,0,6567
240123_2016,24,240123,1,0,6568
240124_2016,24,240124,1,99,6569
240125_2016,24,240125,1,0,6570
240126_2016,24,240126,1,99,6571
240127_2016,24,240127,1,0,6572
240128_2016,24,240128,1,99,6573
240129_2016,24,240129,1,99,6574
240130_2016,24,240130,1,0,6575
240131_2016,24,240131,1,0,6576
240131_2016,24,240131,2,98,6577
240132_2016,24,240132,1,99,6578
240133_2016,24,240133,1,0,6579
240134_2016,24,240134,1,1,6580
240134_2016,24,240134,2,99,6581
240135_2016,24,240135,1,99,6582
240136_2016,24,240136,1,10,6583
240136_2016,24,240136,2,0,6584
240137_2016,24,240137,1,0,6585
240138_2016,24,240138,1,99,6586
240138_2016,24,240138,2,0,6587
240138_2016,24,240138,3,0,6588
240139_2016,24,240139,1,99,6589
240140_2016,24,240140,1,0,6590
240140_2016,24,240140,2,0,6591
240141_2016,24,240141,1,99,6592
240142_2016,24,240142,1,98,6593
240143_2016,24,240143,1,99,6594
240144_2016,24,240144,1,99,6595
240145_2016,24,240145,1,99,6596
240146_2016,24,240146,1,0,6597
240146_2016,24,240146,2,0,6598
240147_2016,24,240147,1,99,6599
240147_2016,24,240147,2,0,6600
240147_2016,24,240147,3,0,6601
240148_2016,24,240148,1,99,6602
240148_2016,24,240148,2,0,6603
240148_2016,24,240148,3,0,6604
240148_2016,24,240148,4,0,6605
240149_2016,24,240149,1,1,6606
240149_2016,24,240149,2,0,6607
240150_2016,24,240150,1,99,6608
240151_2016,24,240151,1,99,6609
240152_2016,24,240152,1,99,6610
240152_2016,24,240152,2,0,6611
240153_2016,24,240153,1,1,6612
240154_2016,24,240154,1,0,6613
240154_2016,24,240154,2,0,6614
240155_2016,24,240155,1,12,6615
240155_2016,24,240155,2,16,6616
240156_2016,24,240156,1,99,6617
240157_2016,24,240157,1,0,6618
240158_2016,24,240158,1,0,6619
240158_2016,24,240158,2,0,6620
240159_2016,24,240159,1,99,6621
240160_2016,24,240160,1,0,6622
240161_2016,24,240161,1,99,6623
240162_2016,24,240162,1,99,6624
240163_2016,24,240163,1,99,6625
240164_2016,24,240164,1,99,6626
240165_2016,24,240165,1,99,6627
240166_2016,24,240166,1,0,6628
240166_2016,24,240166,2,99,6629
240167_2016,24,240167,1,0,6630
240168_2016,24,240168,1,99,6631
240169_2016,24,240169,1,0,6632
240169_2016,24,240169,2,0,6633
240170_2016,24,240170,1,0,6634
240171_2016,24,240171,1,0,6635
240172_2016,24,240172,1,0,6636
240173_2016,24,240173,1,99,6637
240173_2016,24,240173,2,0,6638
240173_2016,24,240173,3,0,6639
240174_2016,24,240174,1,0,6640
240174_2016,24,240174,2,0,6641
240175_2016,24,240175,1,0,6642
240176_2016,24,240176,1,0,6643
240176_2016,24,240176,2,0,6644
240177_2016,24,240177,1,99,6645
240177_2016,24,240177,2,0,6646
240177_2016,24,240177,3,0,6647
240178_2016,24,240178,1,99,6648
240179_2016,24,240179,1,0,6649
240180_2016,24,240180,1,0,6650
240180_2016,24,240180,2,0,6651
240181_2016,24,240181,1,99,6652
240181_2016,24,240181,2,0,6653
240181_2016,24,240181,3,0,6654
240182_2016,24,240182,1,1,6655
240182_2016,24,240182,2,99,6656
240182_2016,24,240182,3,0,6657
240183_2016,24,240183,1,97,6658
240184_2016,24,240184,1,99,6659
240185_2016,24,240185,1,99,6660
240185_2016,24,240185,2,99,6661
240186_2016,24,240186,1,1,6662
240186_2016,24,240186,2,0,6663
240186_2016,24,240186,3,0,6664
240187_2016,24,240187,1,3,6665
240187_2016,24,240187,2,0,6666
240189_2016,24,240189,1,0,6667
240190_2016,24,240190,1,1,6668
240190_2016,24,240190,2,0,6669
240191_2016,24,240191,1,0,6670
240192_2016,24,240192,1,99,6671
240193_2016,24,240193,1,99,6672
240194_2016,24,240194,1,99,6673
240194_2016,24,240194,2,0,6674
240194_2016,24,240194,3,0,6675
240195_2016,24,240195,1,99,6676
240195_2016,24,240195,2,0,6677
240195_2016,24,240195,3,0,6678
240195_2016,24,240195,4,0,6679
240195_2016,24,240195,5,0,6680
240195_2016,24,240195,6,0,6681
240195_2016,24,240195,7,0,6682
240196_2016,24,240196,1,99,6683
240197_2016,24,240197,1,0,6684
240198_2016,24,240198,1,99,6685
240198_2016,24,240198,2,0,6686
240198_2016,24,240198,3,0,6687
240199_2016,24,240199,1,99,6688
240199_2016,24,240199,2,0,6689
240200_2016,24,240200,1,99,6690
240201_2016,24,240201,1,99,6691
240201_2016,24,240201,2,0,6692
240202_2016,24,240202,1,0,6693
240202_2016,24,240202,2,0,6694
240203_2016,24,240203,1,1,6695
240204_2016,24,240204,1,97,6696
240204_2016,24,240204,2,0,6697
240205_2016,24,240205,1,99,6698
240206_2016,24,240206,1,0,6699
240206_2016,24,240206,2,0,6700
240207_2016,24,240207,1,0,6701
240208_2016,24,240208,1,0,6702
240209_2016,24,240209,1,99,6703
240209_2016,24,240209,2,99,6704
240210_2016,24,240210,1,0,6705
240211_2016,24,240211,1,0,6706
240212_2016,24,240212,1,99,6707
240213_2016,24,240213,1,0,6708
240215_2016,24,240215,1,1,6709
240215_2016,24,240215,2,0,6710
240215_2016,24,240215,3,0,6711
240216_2016,24,240216,1,99,6712
240217_2016,24,240217,1,99,6713
240218_2016,24,240218,1,0,6714
240219_2016,24,240219,1,99,6715
240219_2016,24,240219,2,0,6716
240220_2016,24,240220,1,99,6717
240220_2016,24,240220,2,0,6718
240221_2016,24,240221,1,99,6719
240221_2016,24,240221,2,0,6720
240222_2016,24,240222,1,99,6721
240222_2016,24,240222,2,0,6722
240223_2016,24,240223,1,99,6723
240223_2016,24,240223,2,0,6724
240224_2016,24,240224,1,0,6725
240225_2016,24,240225,1,97,6726
240225_2016,24,240225,2,0,6727
240226_2016,24,240226,1,0,6728
240227_2016,24,240227,1,0,6729
240227_2016,24,240227,2,0,6730
240228_2016,24,240228,1,99,6731
240229_2016,24,240229,1,99,6732
240230_2016,24,240230,1,12,6733
240231_2016,24,240231,1,99,6734
240232_2016,24,240232,1,0,6735
240233_2016,24,240233,1,0,6736
240234_2016,24,240234,1,99,6737
240234_2016,24,240234,2,0,6738
240235_2016,24,240235,1,0,6739
240236_2016,24,240236,1,99,6740
240237_2016,24,240237,1,99,6741
240237_2016,24,240237,2,99,6742
240238_2016,24,240238,1,0,6743
240238_2016,24,240238,2,0,6744
240239_2016,24,240239,1,99,6745
240240_2016,24,240240,1,0,6746
240240_2016,24,240240,2,0,6747
240241_2016,24,240241,1,1,6748
240241_2016,24,240241,2,0,6749
240242_2016,24,240242,1,0,6750
240242_2016,24,240242,2,0,6751
240243_2016,24,240243,1,0,6752
240243_2016,24,240243,2,0,6753
240244_2016,24,240244,1,99,6754
240245_2016,24,240245,1,99,6755
240245_2016,24,240245,2,99,6756
240246_2016,24,240246,1,0,6757
240247_2016,24,240247,1,99,6758
240248_2016,24,240248,1,99,6759
240249_2016,24,240249,1,0,6760
240250_2016,24,240250,1,99,6761
240250_2016,24,240250,2,0,6762
240250_2016,24,240250,3,0,6763
240251_2016,24,240251,1,99,6764
240251_2016,24,240251,2,0,6765
240252_2016,24,240252,1,0,6766
240252_2016,24,240252,2,0,6767
240253_2016,24,240253,1,99,6768
240254_2016,24,240254,1,99,6769
240254_2016,24,240254,2,1,6770
240255_2016,24,240255,1,3,6771
240257_2016,24,240257,1,99,6772
240257_2016,24,240257,2,99,6773
240258_2016,24,240258,1,1,6774
240258_2016,24,240258,2,0,6775
240259_2016,24,240259,1,0,6776
240259_2016,24,240259,2,0,6777
240260_2016,24,240260,1,99,6778
240260_2016,24,240260,2,99,6779
240261_2016,24,240261,1,0,6780
240262_2016,24,240262,1,0,6781
240262_2016,24,240262,2,0,6782
240263_2016,24,240263,1,3,6783
240263_2016,24,240263,2,0,6784
240264_2016,24,240264,1,0,6785
240265_2016,24,240265,1,99,6786
240265_2016,24,240265,2,0,6787
240266_2016,24,240266,1,0,6788
240266_2016,24,240266,2,0,6789
240266_2016,24,240266,3,0,6790
240269_2016,24,240269,1,0,6791
240269_2016,24,240269,2,0,6792
240270_2016,24,240270,1,99,6793
240271_2016,24,240271,1,0,6794
240272_2016,24,240272,1,0,6795
240273_2016,24,240273,1,99,6796
240274_2016,24,240274,1,99,6797
240276_2016,24,240276,1,0,6798
240276_2016,24,240276,2,0,6799
240277_2016,24,240277,1,0,6800
240278_2016,24,240278,1,99,6801
240278_2016,24,240278,2,0,6802
240279_2016,24,240279,1,0,6803
240280_2016,24,240280,1,0,6804
240281_2016,24,240281,1,99,6805
240281_2016,24,240281,2,0,6806
240281_2016,24,240281,3,0,6807
240282_2016,24,240282,1,7,6808
240282_2016,24,240282,2,0,6809
240282_2016,24,240282,3,0,6810
240282_2016,24,240282,4,0,6811
240284_2016,24,240284,1,0,6812
240285_2016,24,240285,1,99,6813
240285_2016,24,240285,2,0,6814
240285_2016,24,240285,3,0,6815
240286_2016,24,240286,1,99,6816
240286_2016,24,240286,2,0,6817
240287_2016,24,240287,1,99,6818
240289_2016,24,240289,1,0,6819
240289_2016,24,240289,2,0,6820
240289_2016,24,240289,3,0,6821
240289_2016,24,240289,4,0,6822
240290_2016,24,240290,1,99,6823
240290_2016,24,240290,2,0,6824
240291_2016,24,240291,1,0,6825
240292_2016,24,240292,1,0,6826
240293_2016,24,240293,1,99,6827
240294_2016,24,240294,1,0,6828
240295_2016,24,240295,1,99,6829
240295_2016,24,240295,2,0,6830
240296_2016,24,240296,1,99,6831
240296_2016,24,240296,2,0,6832
240297_2016,24,240297,1,0,6833
240298_2016,24,240298,1,0,6834
240298_2016,24,240298,2,0,6835
240299_2016,24,240299,1,1,6836
240299_2016,24,240299,2,0,6837
240300_2016,24,240300,1,99,6838
240300_2016,24,240300,2,0,6839
240301_2016,24,240301,1,99,6840
240302_2016,24,240302,1,1,6841
240303_2016,24,240303,1,0,6842
240304_2016,24,240304,1,99,6843
240304_2016,24,240304,2,0,6844
240304_2016,24,240304,3,0,6845
240304_2016,24,240304,4,0,6846
240304_2016,24,240304,5,0,6847
240304_2016,24,240304,6,0,6848
240304_2016,24,240304,7,0,6849
240305_2016,24,240305,1,0,6850
240306_2016,24,240306,1,99,6851
240307_2016,24,240307,1,0,6852
240307_2016,24,240307,2,0,6853
240308_2016,24,240308,1,99,6854
240309_2016,24,240309,1,0,6855
240309_2016,24,240309,2,12,6856
240310_2016,24,240310,1,0,6857
240311_2016,24,240311,1,99,6858
240312_2016,24,240312,1,0,6859
240313_2016,24,240313,1,0,6860
240313_2016,24,240313,2,16,6861
240313_2016,24,240313,3,0,6862
240314_2016,24,240314,1,0,6863
240314_2016,24,240314,2,0,6864
240315_2016,24,240315,1,0,6865
240315_2016,24,240315,2,99,6866
240316_2016,24,240316,1,99,6867
240317_2016,24,240317,1,99,6868
240317_2016,24,240317,2,0,6869
240317_2016,24,240317,3,0,6870
240318_2016,24,240318,1,99,6871
240319_2016,24,240319,1,0,6872
240319_2016,24,240319,2,0,6873
240320_2016,24,240320,1,0,6874
240320_2016,24,240320,2,0,6875
240321_2016,24,240321,1,0,6876
240322_2016,24,240322,1,0,6877
240322_2016,24,240322,2,0,6878
240323_2016,24,240323,1,99,6879
240324_2016,24,240324,1,99,6880
240325_2016,24,240325,1,99,6881
240326_2016,24,240326,1,99,6882
240327_2016,24,240327,1,0,6883
240328_2016,24,240328,1,0,6884
240329_2016,24,240329,1,0,6885
240330_2016,24,240330,1,99,6886
240330_2016,24,240330,2,0,6887
240331_2016,24,240331,1,99,6888
240331_2016,24,240331,2,0,6889
240332_2016,24,240332,1,0,6890
240333_2016,24,240333,1,98,6891
240333_2016,24,240333,2,0,6892
240333_2016,24,240333,3,0,6893
240334_2016,24,240334,1,0,6894
240335_2016,24,240335,1,1,6895
240336_2016,24,240336,1,0,6896
240337_2016,24,240337,1,0,6897
240338_2016,24,240338,1,99,6898
240338_2016,24,240338,2,0,6899
240338_2016,24,240338,3,0,6900
240339_2016,24,240339,1,0,6901
240340_2016,24,240340,1,99,6902
240340_2016,24,240340,2,99,6903
240341_2016,24,240341,1,99,6904
240342_2016,24,240342,1,13,6905
240343_2016,24,240343,1,0,6906
240344_2016,24,240344,1,99,6907
240344_2016,24,240344,2,0,6908
240344_2016,24,240344,3,0,6909
240345_2016,24,240345,1,0,6910
240346_2016,24,240346,1,99,6911
240347_2016,24,240347,1,99,6912
240347_2016,24,240347,2,99,6913
240348_2016,24,240348,1,99,6914
240349_2016,24,240349,1,99,6915
240349_2016,24,240349,2,0,6916
240350_2016,24,240350,1,99,6917
240351_2016,24,240351,1,0,6918
240352_2016,24,240352,1,0,6919
240353_2016,24,240353,1,99,6920
240354_2016,24,240354,1,99,6921
240356_2016,24,240356,1,0,6922
240356_2016,24,240356,2,0,6923
240357_2016,24,240357,1,0,6924
240358_2016,24,240358,1,0,6925
240359_2016,24,240359,1,0,6926
240360_2016,24,240360,1,98,6927
240361_2016,24,240361,1,98,6928
240361_2016,24,240361,2,0,6929
240362_2016,24,240362,1,99,6930
240363_2016,24,240363,1,0,6931
240363_2016,24,240363,2,0,6932
240364_2016,24,240364,1,99,6933
240365_2016,24,240365,1,0,6934
240365_2016,24,240365,2,0,6935
240366_2016,24,240366,1,99,6936
240366_2016,24,240366,2,0,6937
240366_2016,24,240366,3,0,6938
240367_2016,24,240367,1,99,6939
240368_2016,24,240368,1,99,6940
240369_2016,24,240369,1,99,6941
240369_2016,24,240369,2,0,6942
240370_2016,24,240370,1,0,6943
240370_2016,24,240370,2,0,6944
240371_2016,24,240371,1,99,6945
240371_2016,24,240371,2,1,6946
240372_2016,24,240372,1,0,6947
240373_2016,24,240373,1,99,6948
240374_2016,24,240374,1,99,6949
240374_2016,24,240374,2,99,6950
240375_2016,24,240375,1,99,6951
240375_2016,24,240375,2,0,6952
240375_2016,24,240375,3,0,6953
240376_2016,24,240376,1,99,6954
240377_2016,24,240377,1,1,6955
240377_2016,24,240377,2,0,6956
240378_2016,24,240378,1,1,6957
240378_2016,24,240378,2,0,6958
240379_2016,24,240379,1,1,6959
240380_2016,24,240380,1,99,6960
240380_2016,24,240380,2,0,6961
240381_2016,24,240381,1,0,6962
240381_2016,24,240381,2,0,6963
240381_2016,24,240381,3,0,6964
240382_2016,24,240382,1,99,6965
240382_2016,24,240382,2,99,6966
240382_2016,24,240382,3,99,6967
240383_2016,24,240383,1,0,6968
240384_2016,24,240384,1,99,6969
240384_2016,24,240384,2,99,6970
240384_2016,24,240384,3,0,6971
240384_2016,24,240384,4,0,6972
240385_2016,24,240385,1,99,6973
240385_2016,24,240385,2,0,6974
240386_2016,24,240386,1,99,6975
240386_2016,24,240386,2,99,6976
240387_2016,24,240387,1,0,6977
240388_2016,24,240388,1,99,6978
240388_2016,24,240388,2,0,6979
240389_2016,24,240389,1,99,6980
240390_2016,24,240390,1,99,6981
240390_2016,24,240390,2,99,6982
240391_2016,24,240391,1,99,6983
240392_2016,24,240392,1,99,6984
240393_2016,24,240393,1,0,6985
240394_2016,24,240394,1,0,6986
240395_2016,24,240395,1,1,6987
240395_2016,24,240395,2,0,6988
240396_2016,24,240396,1,99,6989
240396_2016,24,240396,2,0,6990
240397_2016,24,240397,1,0,6991
240398_2016,24,240398,1,99,6992
240398_2016,24,240398,2,0,6993
240398_2016,24,240398,3,0,6994
240399_2016,24,240399,1,99,6995
240400_2016,24,240400,1,0,6996
240402_2016,24,240402,1,99,6997
240402_2016,24,240402,2,99,6998
240403_2016,24,240403,1,1,6999
240403_2016,24,240403,2,0,7000
240403_2016,24,240403,3,0,7001
240403_2016,24,240403,4,0,7002
240404_2016,24,240404,1,99,7003
240405_2016,24,240405,1,0,7004
240405_2016,24,240405,2,0,7005
240406_2016,24,240406,1,0,7006
240407_2016,24,240407,1,99,7007
240408_2016,24,240408,1,99,7008
240410_2016,24,240410,1,99,7009
240411_2016,24,240411,1,98,7010
240411_2016,24,240411,2,0,7011
240412_2016,24,240412,1,0,7012
240413_2016,24,240413,1,99,7013
240413_2016,24,240413,2,0,7014
240414_2016,24,240414,1,0,7015
240415_2016,24,240415,1,0,7016
240416_2016,24,240416,1,99,7017
240416_2016,24,240416,2,0,7018
240417_2016,24,240417,1,0,7019
240418_2016,24,240418,1,0,7020
240419_2016,24,240419,1,0,7021
240420_2016,24,240420,1,0,7022
240420_2016,24,240420,2,0,7023
240420_2016,24,240420,3,0,7024
240421_2016,24,240421,1,99,7025
240422_2016,24,240422,1,0,7026
240423_2016,24,240423,1,0,7027
240423_2016,24,240423,2,0,7028
240424_2016,24,240424,1,99,7029
240425_2016,24,240425,1,1,7030
240426_2016,24,240426,1,99,7031
240426_2016,24,240426,2,99,7032
240426_2016,24,240426,3,1,7033
240427_2016,24,240427,1,99,7034
240427_2016,24,240427,2,0,7035
240428_2016,24,240428,1,99,7036
240428_2016,24,240428,2,0,7037
240429_2016,24,240429,1,99,7038
240429_2016,24,240429,2,0,7039
240430_2016,24,240430,1,1,7040
240431_2016,24,240431,1,0,7041
240432_2016,24,240432,1,99,7042
240433_2016,24,240433,1,99,7043
240433_2016,24,240433,2,0,7044
240434_2016,24,240434,1,99,7045
240435_2016,24,240435,1,99,7046
240436_2016,24,240436,1,99,7047
240437_2016,24,240437,1,1,7048
240438_2016,24,240438,1,99,7049
240439_2016,24,240439,1,99,7050
240439_2016,24,240439,2,99,7051
240440_2016,24,240440,1,0,7052
240441_2016,24,240441,1,99,7053
240441_2016,24,240441,2,0,7054
240442_2016,24,240442,1,99,7055
240443_2016,24,240443,1,99,7056
240444_2016,24,240444,1,0,7057
240444_2016,24,240444,2,99,7058
240445_2016,24,240445,1,99,7059
240446_2016,24,240446,1,99,7060
240446_2016,24,240446,2,1,7061
240446_2016,24,240446,3,0,7062
240447_2016,24,240447,1,98,7063
240448_2016,24,240448,1,99,7064
240448_2016,24,240448,2,0,7065
240449_2016,24,240449,1,0,7066
240449_2016,24,240449,2,0,7067
240450_2016,24,240450,1,0,7068
240450_2016,24,240450,2,0,7069
240450_2016,24,240450,3,0,7070
240451_2016,24,240451,1,0,7071
240453_2016,24,240453,1,98,7072
240453_2016,24,240453,2,0,7073
240454_2016,24,240454,1,99,7074
240454_2016,24,240454,2,0,7075
240455_2016,24,240455,1,0,7076
240456_2016,24,240456,1,99,7077
240456_2016,24,240456,2,0,7078
240457_2016,24,240457,1,0,7079
240458_2016,24,240458,1,1,7080
240459_2016,24,240459,1,99,7081
240459_2016,24,240459,2,0,7082
240460_2016,24,240460,1,1,7083
240461_2016,24,240461,1,1,7084
240461_2016,24,240461,2,0,7085
240461_2016,24,240461,3,0,7086
240461_2016,24,240461,4,0,7087
240461_2016,24,240461,5,0,7088
240462_2016,24,240462,1,99,7089
240463_2016,24,240463,1,0,7090
240463_2016,24,240463,2,0,7091
240464_2016,24,240464,1,99,7092
240464_2016,24,240464,2,0,7093
240465_2016,24,240465,1,0,7094
240466_2016,24,240466,1,99,7095
240466_2016,24,240466,2,0,7096
240466_2016,24,240466,3,0,7097
240467_2016,24,240467,1,0,7098
240468_2016,24,240468,1,99,7099
240468_2016,24,240468,2,0,7100
240469_2016,24,240469,1,99,7101
240470_2016,24,240470,1,1,7102
240470_2016,24,240470,2,0,7103
240471_2016,24,240471,1,99,7104
240471_2016,24,240471,2,0,7105
240471_2016,24,240471,3,0,7106
240472_2016,24,240472,1,97,7107
240472_2016,24,240472,2,16,7108
240472_2016,24,240472,3,16,7109
240473_2016,24,240473,1,0,7110
240473_2016,24,240473,2,0,7111
240474_2016,24,240474,1,99,7112
240475_2016,24,240475,1,99,7113
240475_2016,24,240475,2,16,7114
240476_2016,24,240476,1,0,7115
240476_2016,24,240476,2,0,7116
240477_2016,24,240477,1,99,7117
240478_2016,24,240478,1,99,7118
240479_2016,24,240479,1,0,7119
240480_2016,24,240480,1,99,7120
240481_2016,24,240481,1,99,7121
240481_2016,24,240481,2,0,7122
240482_2016,24,240482,1,0,7123
240482_2016,24,240482,2,0,7124
240483_2016,24,240483,1,99,7125
240484_2016,24,240484,1,96,7126
100001_2014,10,100001,1,99,7127
100001_2014,10,100001,2,0,7128
100002_2014,10,100002,1,0,7129
100002_2014,10,100002,2,99,7130
100003_2014,10,100003,1,99,7131
100003_2014,10,100003,2,99,7132
100004_2014,10,100004,1,99,7133
100004_2014,10,100004,2,0,7134
100005_2014,10,100005,1,99,7135
100006_2014,10,100006,1,99,7136
100007_2014,10,100007,1,0,7137
100007_2014,10,100007,2,99,7138
100008_2014,10,100008,1,0,7139
100008_2014,10,100008,2,99,7140
100009_2014,10,100009,1,99,7141
100009_2014,10,100009,2,0,7142
100010_2014,10,100010,1,99,7143
100010_2014,10,100010,2,0,7144
100011_2014,10,100011,1,99,7145
100011_2014,10,100011,2,0,7146
100011_2014,10,100011,3,0,7147
100011_2014,10,100011,4,0,7148
100012_2014,10,100012,1,0,7149
100013_2014,10,100013,1,99,7150
100013_2014,10,100013,2,0,7151
100014_2014,10,100014,1,99,7152
100014_2014,10,100014,2,0,7153
100015_2014,10,100015,1,99,7154
100016_2014,10,100016,1,0,7155
100016_2014,10,100016,2,1,7156
100016_2014,10,100016,3,0,7157
100017_2014,10,100017,1,0,7158
100017_2014,10,100017,2,0,7159
100018_2014,10,100018,1,0,7160
100018_2014,10,100018,2,0,7161
100019_2014,10,100019,1,0,7162
100019_2014,10,100019,2,0,7163
100020_2014,10,100020,1,0,7164
100020_2014,10,100020,2,0,7165
100021_2014,10,100021,1,0,7166
100021_2014,10,100021,2,12,7167
100022_2014,10,100022,1,0,7168
100023_2014,10,100023,1,6,7169
100024_2014,10,100024,1,0,7170
100025_2014,10,100025,1,0,7171
100026_2014,10,100026,1,0,7172
100026_2014,10,100026,2,0,7173
100027_2014,10,100027,1,0,7174
100027_2014,10,100027,2,0,7175
100028_2014,10,100028,1,0,7176
100029_2014,10,100029,1,0,7177
100029_2014,10,100029,2,0,7178
100030_2014,10,100030,1,0,7179
100031_2014,10,100031,1,0,7180
100032_2014,10,100032,1,0,7181
100032_2014,10,100032,2,0,7182
100033_2014,10,100033,1,0,7183
100034_2014,10,100034,1,0,7184
100034_2014,10,100034,2,0,7185
100035_2014,10,100035,1,0,7186
100035_2014,10,100035,2,0,7187
100036_2014,10,100036,1,0,7188
100037_2014,10,100037,1,0,7189
100037_2014,10,100037,2,0,7190
100038_2014,10,100038,1,0,7191
100038_2014,10,100038,2,0,7192
100039_2014,10,100039,1,0,7193
100040_2014,10,100040,1,0,7194
100041_2014,10,100041,1,0,7195
100042_2014,10,100042,1,0,7196
100043_2014,10,100043,1,0,7197
100044_2014,10,100044,1,0,7198
100045_2014,10,100045,1,0,7199
100045_2014,10,100045,2,0,7200
100046_2014,10,100046,1,0,7201
100046_2014,10,100046,2,0,7202
100047_2014,10,100047,1,0,7203
100048_2014,10,100048,1,0,7204
100049_2014,10,100049,1,6,7205
100050_2014,10,100050,1,0,7206
100051_2014,10,100051,1,0,7207
100052_2014,10,100052,1,0,7208
