st_case_year,STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK,idno
240348_2011,24,240348,1,2,1,2,10,13,6,12,1,1,0,24,1,21,20,21020,4,1998,1G3NB52M3W63,1,G,3,N,B,5,2,M,3,W,6,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21207,0,0,0,0,0,0,63,135,0,0,0,0,0,0,0,0,0,0,28,0,0,0,5,4,35,1,3,2,1,0,0,1,10,1,1,1,24,1,1,3069
240348_2011,24,240348,2,2,4,2,10,13,6,12,1,1,0,24,1,12,401,12401,14,2002,1FMZU73E92UA,1,F,M,Z,U,7,3,E,9,2,U,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,6,2,12,0,0,0,1,24,21226,6,1,0,0,3,0,65,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,35,1,3,2,1,0,0,3,53,1,1,1,25,0,0,3070
240349_2010,24,240349,1,1,2,17,10,2,18,33,0,1,0,99,9,18,2,18002,4,2004,1G4HP52K04U1,1,G,4,H,P,5,2,K,0,4,U,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,98,6,2,31,0,0,0,1,24,21207,6,1,0,0,3,0,69,130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,35,1,2,2,1,0,0,1,6,99,9,4,2,1,1,3071
240349_2011,24,240349,1,1,1,1,10,19,41,49,0,1,0,24,2,12,481,12481,31,2004,1FTRX12W34NB,1,F,T,R,X,1,2,W,3,4,N,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,49,0,0,0,1,24,20602,6,1,0,0,3,0,70,155,0,0,0,0,1,12,2010,12,2010,0,38,0,0,0,2,2,55,1,1,2,1,0,0,1,80,1,1,1,13,0,0,3072
240350_2010,24,240350,1,2,1,11,10,23,52,8,0,1,0,24,1,19,3,19003,4,1996,1G6KD52YXTU2,1,G,6,K,D,5,2,Y,X,T,U,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,20878,6,1,0,0,3,0,77,190,0,0,0,1,0,9,2008,9,2008,0,0,0,0,0,3,4,55,1,1,2,1,0,0,3,80,1,1,1,13,0,0,3073
240350_2010,24,240350,2,2,2,11,10,23,52,8,0,1,0,24,3,92,981,92981,52,2009,15GGE2719910,1,5,G,G,E,2,7,1,9,9,1,0,0,0,88,888888888,88888888888,3,21,22,1,0,0,0,0,99,0,0,998,0,0,0,12,4,1,8,0,0,0,1,54,25414,6,1,6,0,3,0,66,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,55,1,1,2,1,0,0,1,80,99,1,1,98,0,0,3074
240350_2011,24,240350,1,1,1,12,10,7,37,19,0,1,0,99,9,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,5,6,2,19,0,0,0,1,24,21122,6,2,0,0,3,0,68,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,40,1,1,2,2,0,0,1,10,1,1,4,6,1,0,3075
240351_2010,24,240351,1,1,1,21,10,13,30,8,0,1,0,24,1,30,421,30421,15,2004,WVGBC67L54D0,W,V,G,B,C,6,7,L,5,4,D,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,20782,6,7,0,0,3,0,71,160,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,2,50,1,1,2,1,0,0,1,80,1,1,4,13,0,0,3076
240351_2011,24,240351,1,2,1,9,10,21,21,12,1,1,0,24,2,37,706,37706,80,2007,JH2SC570X7M3,J,H,2,S,C,5,7,0,X,7,M,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,20708,6,1,0,0,3,0,69,180,0,0,0,1,0,9,2011,9,2011,1,26,0,0,0,1,2,35,1,1,2,1,0,0,1,51,99,1,1,24,1,1,3077
240351_2011,24,240351,2,2,1,9,10,21,21,12,1,1,0,24,3,35,51,35051,6,2011,JN8AS5MV4BW6,J,N,8,A,S,5,M,V,4,B,W,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,4,3,12,0,0,0,1,24,20602,6,1,0,0,3,0,66,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,1,1,2,1,0,0,1,53,1,1,1,25,0,0,3078
240352_2010,24,240352,1,2,1,24,10,2,44,12,2,1,0,24,3,20,461,20461,21,2006,1GCGG29V8611,1,G,C,G,G,2,9,V,8,6,1,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21613,6,1,0,0,3,0,70,175,0,2,0,1,0,9,2008,8,2010,0,28,0,0,0,1,2,55,1,1,2,1,0,0,1,10,99,1,1,50,0,1,3079
240352_2010,24,240352,2,2,1,24,10,2,44,12,2,1,0,24,2,63,33,63033,4,2008,KNAFE1225855,K,N,A,F,E,1,2,2,5,8,5,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21640,6,1,0,0,3,0,70,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,62,99,1,1,51,1,1,3080
240352_2011,24,240352,1,2,1,18,9,3,26,12,7,1,0,42,2,22,9,22009,2,1994,2G2FS22S8R22,2,G,2,F,S,2,2,S,8,R,2,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,12,0,0,0,1,48,77505,0,0,0,0,0,0,69,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,45,1,1,2,1,0,0,1,10,1,1,1,45,1,1,3081
240352_2011,24,240352,2,2,3,18,9,3,26,12,7,1,0,24,1,7,43,7043,4,2004,2B3HD46RX4H5,2,B,3,H,D,4,6,R,X,4,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,5,6,2,12,0,0,0,1,24,20770,6,1,0,0,3,0,64,130,0,0,0,0,1,11,2010,11,2010,0,0,0,0,0,2,2,45,1,1,2,1,0,0,1,61,1,1,1,44,0,0,3082
240353_2010,24,240353,1,1,1,15,10,22,4,24,0,1,0,24,1,35,39,35039,4,2005,1N4BA41E15C8,1,N,4,B,A,4,1,E,1,5,C,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,6,1,6,2,24,0,0,0,1,24,21117,6,1,0,0,3,0,66,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,3,2,2,1,0,0,14,9,99,9,4,2,1,0,3083
240353_2011,24,240353,1,1,3,1,11,2,53,8,0,1,0,24,1,41,471,41471,30,2001,4F4YR16E81TM,4,F,4,Y,R,1,6,E,8,1,T,M,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,21862,6,1,0,0,3,0,71,190,0,0,0,1,0,7,2009,7,2009,0,87,0,0,0,1,2,40,1,1,2,2,0,0,1,80,1,1,1,13,0,1,3084
240354_2010,24,240354,1,1,1,10,10,21,35,8,0,1,0,24,2,6,44,6044,4,1997,1C3EJ56H9VN7,1,C,3,E,J,5,6,H,9,V,N,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,4,1,8,0,0,0,1,24,20746,6,1,0,0,3,0,70,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40,1,2,2,1,0,0,1,80,99,1,1,13,0,0,3085
240354_2011,24,240354,1,3,1,9,12,6,50,8,0,1,0,24,1,49,32,49032,4,2005,1NXBR30E25Z4,1,N,X,B,R,3,0,E,2,5,Z,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,3,8,0,0,0,1,24,20895,6,1,0,0,3,0,62,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,2,2,1,98,8,1,80,1,1,1,13,0,0,3086
240354_2011,24,240354,2,3,1,9,12,6,50,8,0,1,0,24,1,12,402,12402,14,2012,1FMCU0DG1CKB,1,F,M,C,U,0,D,G,1,C,K,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,2,1,8,0,0,0,1,24,20877,6,1,0,0,3,0,64,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,2,2,1,98,8,1,80,1,1,1,98,0,0,3087
240354_2011,24,240354,3,3,1,9,12,6,50,8,0,1,0,24,1,37,31,37031,4,2000,2HGEJ6610YH5,2,H,G,E,J,6,6,1,0,Y,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,2,1,8,0,0,0,1,24,20707,6,1,0,0,3,0,69,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,2,2,1,98,8,1,80,1,1,1,98,0,0,3088
240355_2010,24,240355,1,1,1,15,10,18,1,42,0,1,0,10,1,35,43,35043,2,1988,1N4PB22S5JC8,1,N,4,P,B,2,2,S,5,J,C,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,42,0,0,0,1,10,19943,6,1,0,0,3,0,62,110,0,0,0,1,0,3,2009,3,2009,0,28,0,0,0,1,2,50,1,1,2,1,0,0,1,12,99,1,4,6,1,1,3089
240355_2011,24,240355,1,2,2,2,11,22,58,12,1,1,0,24,2,14,401,14401,14,2007,4M2EU48857UJ,4,M,2,E,U,4,8,8,5,7,U,J,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,99,99,99,99,3,4,65,1,1,2,1,0,0,1,50,1,1,1,20,1,0,3090
240355_2011,24,240355,2,2,1,2,11,22,58,12,1,1,0,51,1,20,37,20037,4,2007,1G1ZS57F87F2,1,G,1,Z,S,5,7,F,8,7,F,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,24,20785,6,1,0,0,3,0,67,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,1,1,2,1,0,0,5,53,1,1,1,21,0,0,3091
240356_2010,24,240356,1,1,5,24,10,0,54,33,0,1,0,24,2,19,3,19003,4,1994,1G6KD52B4RU3,1,G,6,K,D,5,2,B,4,R,U,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,3,14,6,2,1,0,0,0,1,24,21218,6,1,0,0,3,0,67,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,30,1,2,2,1,0,0,1,9,99,3,4,7,1,0,3092
240356_2011,24,240356,1,2,1,8,11,15,15,12,6,1,0,24,1,43,399,43399,9,1974,GHN5UE354588,G,H,N,5,U,E,3,5,4,5,8,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,24,21851,6,1,0,0,3,0,71,175,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,2,50,1,1,2,1,98,8,1,17,1,1,1,89,1,0,3093
240356_2011,24,240356,2,2,3,8,11,15,15,12,6,1,0,24,2,6,54,6054,6,2006,2A8GF68496R9,2,A,8,G,F,6,8,4,9,6,R,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21822,6,1,0,0,3,0,68,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,1,1,2,1,98,8,1,66,1,1,1,88,0,0,3094
240357_2010,24,240357,1,2,1,17,10,2,2,12,2,1,0,24,1,53,706,53706,80,1995,JS1GT73A4S21,J,S,1,G,T,7,3,A,4,S,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21009,6,1,0,0,3,0,66,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,2,2,1,0,0,1,67,8,2,2,83,1,0,3095
240357_2010,24,240357,2,2,2,17,10,2,2,12,2,1,0,24,2,13,421,13421,15,2001,5LMFU28A71LJ,5,L,M,F,U,2,8,A,7,1,L,J,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21237,6,1,0,0,3,0,70,185,0,0,0,1,0,1,2010,1,2010,0,38,0,0,0,1,2,30,1,2,2,1,0,0,11,15,1,1,1,82,0,0,3096
240357_2011,24,240357,1,1,1,13,11,0,39,8,0,1,1,24,2,12,37,12037,4,2005,1FAFP34N55W1,1,F,A,F,P,3,4,N,5,5,W,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,1,8,0,0,0,1,24,20715,6,1,0,0,3,0,70,150,0,0,0,2,0,9,2010,1,2011,9,99,99,99,99,1,2,45,1,1,2,1,0,0,1,80,1,1,1,13,0,0,3097
240358_2010,24,240358,1,1,1,27,9,13,0,14,0,1,0,24,3,84,881,84881,62,2006,1HTMMAAL26H1,1,H,T,M,M,A,A,L,2,6,H,1,0,0,57,1125501,571125501,2,1,1,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,14,0,0,0,1,24,21236,6,1,6,0,3,0,74,210,0,0,0,0,0,0,0,0,0,0,36,0,0,0,3,3,55,1,2,2,1,0,0,1,9,99,1,4,4,0,0,3098
240358_2011,24,240358,1,1,1,14,11,19,22,8,0,1,0,24,2,19,421,19421,15,2004,1GYEK63N44R2,1,G,Y,E,K,6,3,N,4,4,R,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,51,22193,2,1,0,0,2,2,77,185,0,2,0,0,0,10,2009,10,2010,0,74,0,0,0,2,2,55,1,1,2,1,0,0,1,13,1,9,4,13,0,1,3099
240359_2010,24,240359,1,1,0,1,9,16,53,8,0,1,0,24,6,18,3,18003,4,1995,1G4CW52K0SH6,1,G,4,C,W,5,2,K,0,S,H,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,4,3,8,0,0,0,0,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,999,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,98,0,0,3100
240359_2011,24,240359,1,1,1,25,9,3,29,8,0,1,0,24,1,6,51,6051,4,1999,2C3HE66G6XH5,2,C,3,H,E,6,6,G,6,X,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,21225,6,1,0,0,3,0,75,245,0,0,0,1,0,9,2011,9,2011,0,0,0,0,0,1,2,40,1,1,2,2,0,0,1,80,1,1,1,13,0,1,3101
240360_2010,24,240360,1,2,2,11,9,23,40,12,1,1,0,24,1,37,706,37706,80,1996,1HFSC3202TA1,1,H,F,S,C,3,2,0,2,T,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21060,6,1,0,0,3,0,69,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,1,1,2,1,0,0,1,50,1,1,1,20,1,1,3102
240360_2010,24,240360,2,2,1,11,9,23,40,12,1,1,0,24,2,37,31,37031,4,2008,2HGFA55518H7,2,H,G,F,A,5,5,5,1,8,H,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,1,12,0,0,0,1,24,21122,6,1,0,0,3,1,66,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,1,1,2,1,0,0,5,53,1,1,1,21,0,0,3103
240360_2011,24,240360,1,2,1,26,9,0,10,12,1,1,0,99,9,76,706,76706,80,2002,JYARJ04E02A0,J,Y,A,R,J,0,4,E,0,2,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21044,6,1,0,0,3,0,68,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,65,1,1,2,1,0,0,1,51,1,1,1,24,1,1,3104
240360_2011,24,240360,2,2,1,26,9,0,10,12,1,1,0,24,3,85,881,85881,63,2004,3BKDXUEX64F0,3,B,K,D,X,U,E,X,6,4,F,0,0,0,57,991275,57991275,3,2,4,1,0,0,0,0,0,0,0,998,0,0,0,6,4,1,12,0,0,0,1,24,20903,6,1,6,0,3,0,68,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,2,1,0,0,1,53,7,1,2,25,0,0,3105
240361_2010,24,240361,1,1,4,18,10,17,41,30,0,1,0,24,2,20,481,20481,31,2004,1GCHK23104F1,1,G,C,H,K,2,3,1,0,4,F,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,4,1,30,0,0,0,1,24,21037,6,1,0,0,3,2,71,175,0,0,0,0,0,0,0,0,0,0,28,74,36,0,1,2,30,1,1,2,1,0,0,1,98,1,1,4,98,1,0,3106
240361_2011,24,240361,1,2,2,21,11,14,56,12,6,1,0,24,1,12,461,12461,21,1994,1FTHE24H7RHB,1,F,T,H,E,2,4,H,7,R,H,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,1,3,6,2,12,0,0,0,1,24,21921,6,1,0,0,3,0,69,175,0,0,0,3,0,5,2009,9,2011,0,99,99,99,99,1,2,25,1,1,2,1,98,8,1,17,1,1,1,87,1,0,3107
240361_2011,24,240361,2,2,1,21,11,14,56,12,6,1,0,27,2,82,881,82881,66,1995,1FUYDXYB8SP6,1,F,U,Y,D,X,Y,B,8,S,P,6,1,1,88,888888888,88888888888,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,10,19939,6,1,6,0,3,0,72,200,0,0,0,0,0,0,0,0,0,0,99,99,99,99,1,2,25,1,1,2,1,98,8,1,66,4,2,1,86,0,0,3108
240362_2010,24,240362,1,1,1,25,7,22,0,33,0,1,0,24,2,72,706,72706,80,1983,1HD1BAK10DY0,1,H,D,1,B,A,K,1,0,D,Y,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,31,0,0,0,1,24,21409,6,1,0,0,3,0,70,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,30,3,1,2,1,0,0,14,9,99,9,4,2,1,0,3109
240362_2011,24,240362,1,2,1,18,11,6,5,12,6,1,0,24,1,12,481,12481,31,2003,1FTRW08653KA,1,F,T,R,W,0,8,6,5,3,K,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21601,6,1,0,0,3,0,75,200,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,2,50,1,2,2,1,3,3,1,66,1,1,1,88,0,0,3110
240362_2011,24,240362,2,2,1,18,11,6,5,12,6,1,0,24,1,49,40,49040,4,1996,4T1BG12K8TU7,4,T,1,B,G,1,2,K,8,T,U,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,24,21601,6,1,0,0,3,0,59,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,2,2,1,3,3,1,17,1,1,1,89,1,0,3111
240363_2010,24,240363,1,1,2,4,8,9,1,20,0,1,0,12,2,12,471,12471,30,2006,1FTYR14U16PA,1,F,T,Y,R,1,4,U,1,6,P,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,25,0,0,0,1,12,32137,6,1,0,0,3,0,72,999,0,0,0,0,1,11,2008,11,2008,1,0,0,0,0,3,8,55,1,1,2,1,0,0,1,6,1,9,4,7,1,0,3112
240363_2011,24,240363,1,2,1,18,11,15,45,12,2,1,0,24,1,2,403,2403,14,1991,2J4FY19P1MJ1,2,J,4,F,Y,1,9,P,1,M,J,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21643,6,1,0,0,3,0,66,128,0,0,0,2,2,9,2009,9,2009,0,38,0,0,0,1,2,50,1,1,2,1,0,0,11,15,1,1,1,68,0,0,3113
240363_2011,24,240363,2,2,1,18,11,15,45,12,2,1,0,24,1,55,36,55036,4,2003,KMHCG35C43U2,K,M,H,C,G,3,5,C,4,3,U,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21631,6,1,0,0,3,0,67,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,62,99,1,1,69,1,0,3114
240364_2010,24,240364,1,1,0,21,9,21,45,8,0,1,0,24,6,12,442,12442,20,1996,2FMDA51U1TBB,2,F,M,D,A,5,1,U,1,T,B,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,2,4,8,0,0,0,0,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,999,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,9.999999999999998e15,0,0,0,0,1,2,98,1,1,4,1,0,0,0,8,0,0,0,98,0,0,3115
240364_2011,24,240364,1,1,5,25,11,20,5,42,0,1,0,24,2,22,22,22022,4,2008,1G2ZH57N7842,1,G,2,Z,H,5,7,N,7,8,4,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,42,0,0,0,1,24,21090,6,1,0,0,3,3,67,230,0,0,0,1,0,6,2011,6,2011,0,0,0,0,0,2,2,30,2,2,2,1,0,0,14,13,1,1,4,1,2,0,3116
240365_2010,24,240365,1,2,2,2,9,17,1,1,0,1,0,24,1,72,706,72706,80,2001,1HD1BHY141Y0,1,H,D,1,B,H,Y,1,4,1,Y,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,0,6,2,12,0,0,0,1,24,21160,6,1,7,0,3,0,66,190,0,0,0,1,1,10,2007,3,2010,1,0,0,0,0,1,2,45,2,2,1,1,0,0,14,50,4,9,9,98,1,0,3117
240365_2010,24,240365,2,2,2,2,9,17,1,1,0,1,0,24,1,7,442,7442,20,2005,2D4GP44L45R5,2,D,4,G,P,4,4,L,4,5,R,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,4,12,0,0,0,1,24,21078,6,1,0,0,3,0,74,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,2,2,1,1,0,0,5,53,1,1,1,98,0,0,3118
240365_2011,24,240365,1,3,1,13,11,15,4,12,1,1,0,24,1,42,45,42045,1,2006,WDBWK56F66F0,W,D,B,W,K,5,6,F,6,6,F,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,20716,6,1,0,0,3,0,68,150,0,0,0,1,1,10,2010,2,2011,1,99,99,99,99,2,2,40,1,1,2,1,0,0,15,10,1,1,2,24,0,1,3119
240365_2011,24,240365,2,3,1,13,11,15,4,12,1,1,0,24,1,37,32,37032,4,2004,1HGCM56884A1,1,H,G,C,M,5,6,8,8,4,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,6,2,12,0,0,0,1,24,20723,6,1,0,0,3,0,74,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,1,1,2,1,0,0,1,61,1,1,1,25,1,0,3120
240365_2011,24,240365,3,3,1,13,11,15,4,12,1,1,0,24,1,35,39,35039,4,2004,1N4BA41E44C8,1,N,4,B,A,4,1,E,4,4,C,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,4,3,12,0,0,0,1,24,20707,6,1,0,0,3,0,69,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,1,1,2,1,0,0,1,61,1,1,1,98,0,0,3121
240366_2010,24,240366,1,1,1,17,9,21,44,8,0,1,0,24,2,48,38,48038,4,2005,JF1GD67505H5,J,F,1,G,D,6,7,5,0,5,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,21161,6,1,0,0,3,0,74,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,1,1,2,1,2,3,1,80,1,1,1,13,0,0,3122
240366_2011,24,240366,1,3,1,19,11,14,52,12,6,1,0,24,1,22,2,22002,4,1993,1G2HX53L0P12,1,G,2,H,X,5,3,L,0,P,1,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21793,6,1,0,0,3,0,74,200,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,4,50,1,1,2,1,0,0,1,10,99,1,2,66,1,1,3123
