st_case_year,STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK,idno
100032_2013,10,100032,4,5,1,30,5,7,30,12,7,1,0,10,1,12,481,12481,31,2008,1FTPX14548FB,1,F,T,P,X,1,4,5,4,8,F,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,63,2,5,12,0,0,0,1,10,19709,6,1,0,0,3,0,67,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,55,1,1,1,1,0,0,1,62,1,1,2,98,0,0,51
100032_2013,10,100032,5,5,1,30,5,7,30,12,7,1,0,10,1,37,32,37032,4,2009,1HGCP368X9A0,1,H,G,C,P,3,6,8,X,9,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,10,19701,6,1,0,0,3,0,67,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,55,1,1,1,1,0,0,1,59,1,1,2,98,0,0,52
100033_2013,10,100033,1,1,1,30,5,3,55,24,0,1,0,10,1,76,705,76705,80,2008,JYARJ06E98A0,J,Y,A,R,J,0,6,E,9,8,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,85,0,0,0,12,4,3,24,0,0,0,1,10,19901,6,1,0,0,3,0,65,155,0,0,0,0,0,0,0,0,0,4,52,0,0,0,3,4,55,3,1,2,1,0,0,14,13,4,5,5,1,1,0,53
100034_2013,10,100034,1,2,2,23,5,15,28,12,6,1,0,10,1,23,481,23481,31,1999,1GTEK19T3XE5,1,G,T,E,K,1,9,T,3,X,E,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,10,19947,6,1,0,0,3,3,72,215,0,0,0,1,0,4,2012,4,2012,0,39,0,0,0,1,2,50,1,1,2,2,20,3,1,17,1,1,1,88,0,0,54
100034_2013,10,100034,2,2,1,23,5,15,28,12,6,1,0,10,1,12,402,12402,14,2008,1FMCU04148KA,1,F,M,C,U,0,4,1,4,8,K,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,9,6,2,12,0,0,0,1,10,19930,6,1,0,0,3,0,68,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,2,0,0,1,66,1,1,1,89,1,0,55
100035_2013,10,100035,1,2,1,30,5,13,56,12,6,1,0,34,1,49,40,49040,4,1999,JT2BF22K9X01,J,T,2,B,F,2,2,K,9,X,0,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,34,7601,6,1,0,0,3,3,65,121,0,0,0,0,0,0,0,0,0,0,53,0,0,0,3,4,55,1,1,2,1,20,3,1,17,1,1,1,89,1,0,56
100035_2013,10,100035,2,2,1,30,5,13,56,12,6,1,0,10,1,47,35,47035,4,2008,YS3FB49Y1811,Y,S,3,F,B,4,9,Y,1,8,1,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,10,19807,6,1,0,0,3,3,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,55,1,1,2,1,0,0,1,65,1,1,2,88,0,0,57
100036_2013,10,100036,1,3,4,5,6,9,13,12,2,1,0,10,1,20,471,20471,30,2005,1GCEC19T65Z2,1,G,C,E,C,1,9,T,6,5,Z,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,10,19975,0,0,0,0,0,0,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,2,4,55,1,1,2,1,0,0,1,62,1,1,2,51,0,0,58
100036_2013,10,100036,2,3,1,5,6,9,13,12,2,1,0,10,1,6,51,6051,4,2010,2C3CA5CV7AH1,2,C,3,C,A,5,C,V,7,A,H,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,9,4,3,12,0,0,0,1,10,19960,6,1,0,0,3,0,72,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,55,1,1,2,1,0,0,1,78,1,1,2,98,0,0,59
100036_2013,10,100036,3,3,2,5,6,9,13,12,2,1,0,10,1,63,32,63032,4,2007,KNADE1233762,K,N,A,D,E,1,2,3,3,7,6,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,10,19968,6,1,0,0,3,3,64,126,0,0,0,0,1,9,2010,9,2010,0,27,0,0,0,2,4,55,1,1,2,1,0,0,98,10,1,2,2,50,2,1,60
100037_2013,10,100037,1,1,1,6,6,1,25,30,0,1,0,10,2,12,481,12481,31,2006,1FTSX21P36ED,1,F,T,S,X,2,1,P,3,6,E,D,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,60,0,1,6,12,6,2,1,0,0,0,1,10,19952,6,2,0,0,3,0,67,136,0,0,0,0,0,0,0,0,0,4,8,0,0,0,1,2,50,2,1,2,1,0,0,14,12,1,1,5,1,1,1,61
100038_2013,10,100038,1,1,1,8,6,20,45,8,0,1,0,10,1,2,403,2403,14,2001,1J4FA29P01P3,1,J,4,F,A,2,9,P,0,1,P,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,12,2,3,8,0,0,0,1,10,19943,6,1,0,0,3,3,74,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,1,1,2,1,0,0,1,80,1,1,1,13,0,1,62
100039_2013,10,100039,1,1,6,5,6,22,9,8,0,1,0,42,1,35,49,35049,6,2009,JN8AZ18WX9W1,J,N,8,A,Z,1,8,W,X,9,W,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,8,0,0,0,1,42,19050,6,1,0,0,3,0,71,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,1,5,2,1,0,0,1,80,1,1,1,13,0,0,63
100040_2013,10,100040,1,2,1,14,6,11,8,12,2,1,0,24,1,38,402,38402,14,1999,4S2CM58W7X43,4,S,2,C,M,5,8,W,7,X,4,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,24,20817,6,1,0,0,3,0,72,165,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,2,55,1,1,2,1,0,0,1,10,1,2,2,50,1,1,64
100040_2013,10,100040,2,2,1,14,6,11,8,12,2,1,0,10,1,23,481,23481,31,2006,1GTEC19Z66Z2,1,G,T,E,C,1,9,Z,6,6,Z,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,10,19933,6,1,0,0,3,0,72,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,1,2,1,0,0,1,62,1,1,1,51,0,0,65
100041_2013,10,100041,1,1,1,14,6,23,3,8,0,1,0,24,1,2,403,2403,14,2008,1J4FA24198L5,1,J,4,F,A,2,4,1,9,8,L,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,4,3,8,0,0,0,1,24,21136,6,1,0,0,3,0,73,200,0,0,0,1,0,2,2013,2,2013,0,0,0,0,0,1,2,35,1,1,2,1,0,0,1,80,1,1,1,13,0,0,66
100042_2013,10,100042,1,1,3,15,6,18,32,32,0,1,0,10,2,20,22,20022,2,2008,1G1AK18F9873,1,G,1,A,K,1,8,F,9,8,7,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,1,5,12,6,2,1,0,0,0,1,10,19940,2,1,0,0,2,3,65,145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,50,3,1,2,1,0,0,14,12,1,4,4,7,1,1,67
100043_2013,10,100043,1,1,2,16,6,15,24,30,0,1,0,10,1,2,404,2404,14,2000,1J4GW48S8YC1,1,J,4,G,W,4,8,S,8,Y,C,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,5,12,6,2,1,0,0,0,1,10,19977,6,1,0,0,3,0,65,195,0,0,0,1,0,5,2012,5,2012,4,6,0,0,0,2,2,55,3,1,2,1,0,0,14,12,7,2,5,7,1,1,68
100044_2013,10,100044,1,1,1,21,6,16,37,9,0,1,0,10,1,20,461,20461,21,2007,1GCFG15X0711,1,G,C,F,G,1,5,X,0,7,1,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,12,2,3,9,0,0,0,1,10,19958,6,1,0,0,3,0,67,230,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,2,35,1,1,2,1,0,0,1,83,2,2,2,13,0,0,69
100045_2013,10,100045,1,2,1,22,6,17,16,12,6,1,0,24,1,12,481,12481,31,2005,1FTWX31P15EA,1,F,T,W,X,3,1,P,1,5,E,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,47,0,0,0,11,6,2,12,0,0,0,1,24,21921,1,1,0,0,2,3,72,170,0,1,0,0,0,8,2012,8,2012,0,0,0,0,0,1,2,50,1,1,2,1,1,3,1,62,7,2,2,83,0,0,70
100045_2013,10,100045,2,2,2,22,6,17,16,12,6,1,0,10,2,59,32,59032,4,1990,JT8UF11EXL00,J,T,8,U,F,1,1,E,X,L,0,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,12,6,2,12,0,0,0,1,10,19702,6,1,0,0,3,0,70,190,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,2,50,1,1,2,1,1,3,11,15,1,1,1,82,1,1,71
100046_2013,10,100046,1,2,2,26,6,15,46,12,6,1,0,10,3,7,20,7020,4,2000,1B3ES46C1YD6,1,B,3,E,S,4,6,C,1,Y,D,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,1,4,3,12,0,0,0,1,10,19904,6,1,0,0,3,3,72,290,0,0,0,2,0,3,2011,8,2011,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,63,1,1,1,87,0,0,72
100046_2013,10,100046,2,2,1,26,6,15,46,12,6,1,0,10,1,98,709,98709,80,2012,RFBT9H152CB2,R,F,B,T,9,H,1,5,2,C,B,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,12,0,0,0,1,10,19904,1,1,0,0,2,0,65,190,0,1,0,0,0,1,2012,1,2012,3,0,0,0,0,1,2,50,1,1,2,1,20,3,3,17,2,2,1,86,1,0,73
100047_2013,10,100047,1,1,2,27,6,0,45,31,0,1,0,10,2,76,709,76709,80,2009,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,90,0,0,0,12,6,2,1,0,0,0,1,10,19904,1,1,0,0,2,0,66,163,0,1,1,0,0,4,2013,4,2013,4,99,99,99,99,2,4,50,2,1,2,1,0,0,14,10,1,2,4,7,1,1,74
100048_2013,10,100048,1,2,1,1,7,7,12,12,6,1,0,10,1,73,703,73703,80,2006,JKAEXMF196DA,J,K,A,E,X,M,F,1,9,6,D,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,11,6,2,12,0,0,0,1,10,19973,6,1,0,0,3,0,72,185,0,3,0,3,0,3,2011,5,2013,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,62,1,1,9,69,1,0,75
100048_2013,10,100048,2,2,1,1,7,7,12,12,6,1,0,10,3,12,481,12481,31,2007,1FTPW14V17FA,1,F,T,P,W,1,4,V,1,7,F,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,11,6,2,12,0,0,0,1,10,19933,6,1,0,0,3,0,66,202,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,50,1,1,2,1,0,0,11,10,1,1,3,68,0,0,76
100049_2013,10,100049,1,1,1,4,7,21,34,8,0,1,0,24,3,13,401,13401,14,2005,5LMEU88H55ZJ,5,L,M,E,U,8,8,H,5,5,Z,J,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,8,0,0,0,1,11,20015,6,1,0,0,3,3,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,3,3,30,1,1,2,1,0,0,1,80,8,2,2,13,0,1,77
100050_2013,10,100050,1,2,1,6,7,11,54,12,6,1,0,10,1,54,39,54039,4,2006,JH4CL96906C0,J,H,4,C,L,9,6,9,0,6,C,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,9,6,2,12,0,0,0,1,10,19975,6,1,0,0,3,0,66,180,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,2,50,1,1,2,1,20,3,11,15,1,1,2,68,0,0,78
100050_2013,10,100050,2,2,1,6,7,11,54,12,6,1,0,24,1,74,706,74706,80,1999,ZGUKDBKD7XM1,Z,G,U,K,D,B,K,D,7,X,M,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,12,0,0,0,1,24,21804,6,1,0,0,3,0,73,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,1,1,2,1,0,0,1,62,6,2,3,69,1,0,79
100051_2013,10,100051,1,1,1,11,7,21,24,8,0,1,0,10,3,92,981,92981,52,2010,15GGE2711A10,1,5,G,G,E,2,7,1,1,A,1,0,0,0,99,999999999,99999999999,3,21,22,1,0,0,0,0,6,0,0,40,0,0,0,12,4,5,8,0,0,0,1,10,19968,6,1,6,3,3,3,68,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40,1,1,2,1,0,0,15,83,1,1,1,13,0,0,80
100052_2013,10,100052,1,2,1,11,7,6,26,12,6,1,0,10,1,53,706,53706,80,2004,JS1GT75A9421,J,S,1,G,T,7,5,A,9,4,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,12,6,2,12,0,0,0,1,10,19901,1,1,0,0,2,3,71,160,0,1,0,1,1,11,2011,1,2012,4,6,0,0,0,1,2,35,1,1,1,1,1,3,3,17,2,2,3,69,1,0,81
100052_2013,10,100052,2,2,1,11,7,6,26,12,6,1,0,18,3,51,881,51881,63,2013,4V4NC9EH2DN5,4,V,4,N,C,9,E,H,2,D,N,5,0,0,18,227271000,18227271000,3,2,1,1,0,0,0,0,0,0,0,999,0,0,0,83,2,5,12,0,0,0,1,25,1603,6,1,6,3,3,3,68,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,1,1,1,1,1,3,11,66,10,2,3,68,0,0,82
100053_2013,10,100053,1,2,2,24,7,18,24,12,7,1,0,10,2,41,37,41037,4,1998,1YVGF22C8W57,1,Y,V,G,F,2,2,C,8,W,5,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,73,0,0,0,5,2,3,12,0,0,0,1,10,19734,2,1,0,0,2,0,71,200,0,2,1,3,2,10,2010,4,2013,0,27,0,0,0,3,3,65,1,1,2,1,0,0,15,11,1,1,2,44,0,0,83
100053_2013,10,100053,2,2,1,24,7,18,24,12,7,1,0,24,1,20,403,20403,14,2004,1GNCT18X54K1,1,G,N,C,T,1,8,X,5,4,K,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,67,0,0,0,11,6,2,42,0,0,0,1,24,21921,1,1,0,0,2,0,69,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,65,1,1,2,1,0,0,1,62,1,1,2,45,1,1,84
100054_2013,10,100054,1,1,2,4,8,23,14,8,0,1,0,10,1,20,481,20481,31,1997,1GCEK14M3VZ1,1,G,C,E,K,1,4,M,3,V,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,8,0,0,0,1,10,19956,6,1,0,0,3,0,73,240,0,0,0,0,0,0,0,0,0,0,86,0,0,0,2,4,55,1,1,2,1,0,0,1,80,1,1,2,13,0,0,85
100055_2013,10,100055,1,2,1,5,8,21,1,12,1,1,0,92,0,73,703,73703,80,2006,JKAEXMF116DA,J,K,A,E,X,M,F,1,1,6,D,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,10,19966,6,1,0,0,3,0,74,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,1,1,2,1,0,0,5,53,1,1,1,21,1,0,86
100055_2013,10,100055,2,2,1,5,8,21,1,12,1,1,0,10,1,37,32,37032,4,2000,1HGCG6692YA1,1,H,G,C,G,6,6,9,2,Y,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,10,19956,6,2,0,0,3,0,64,115,0,0,0,0,0,0,0,0,0,4,36,52,0,0,2,2,50,1,1,2,1,0,0,1,50,1,1,1,20,0,0,87
100056_2013,10,100056,1,6,1,11,8,22,0,12,1,1,0,10,3,84,881,84881,62,2004,1HTMMAAM84H6,1,H,T,M,M,A,A,M,8,4,H,6,0,0,10,976031000,10976031000,2,2,1,1,0,0,0,0,0,0,0,65,0,0,0,12,6,2,12,0,0,0,1,10,19950,6,1,0,0,3,0,72,170,0,0,0,0,0,0,0,0,0,4,39,0,0,0,2,2,65,1,1,1,1,0,0,1,50,1,1,1,28,0,0,88
100056_2013,10,100056,2,6,3,11,8,22,0,12,1,1,0,10,1,41,51,41051,4,2013,JM1BL1VP6D18,J,M,1,B,L,1,V,P,6,D,1,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,20,0,1,5,6,6,2,1,0,0,0,1,10,19808,6,1,0,0,3,0,64,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,1,1,0,0,2,53,1,1,1,29,1,0,89
100056_2013,10,100056,3,6,1,11,8,22,0,12,1,1,0,42,3,7,462,7462,21,2006,WD0PD6441658,W,D,0,P,D,6,4,4,1,6,5,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,15,0,1,5,6,6,2,12,0,0,0,1,10,19808,1,1,0,0,2,0,79,176,0,2,0,0,0,2,2013,3,2013,0,0,0,0,0,2,2,65,1,1,1,1,0,0,2,53,1,1,1,98,0,0,90
100056_2013,10,100056,4,6,1,11,8,22,0,12,1,1,0,24,1,30,40,30040,4,2005,3VWRF71K05M6,3,V,W,R,F,7,1,K,0,5,M,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,24,21915,6,1,0,0,3,0,64,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,1,1,0,0,5,53,1,1,1,98,0,0,91
100056_2013,10,100056,5,6,1,11,8,22,0,12,1,1,0,10,1,58,37,58037,4,2006,JNKCV51F76M6,J,N,K,C,V,5,1,F,7,6,M,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,7,6,2,12,0,0,0,1,10,19805,6,1,0,0,3,0,65,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,1,1,0,0,2,53,1,1,1,98,0,0,92
100056_2013,10,100056,6,6,1,11,8,22,0,12,1,1,0,34,2,24,7,24007,4,2003,1G8AJ52F63Z1,1,G,8,A,J,5,2,F,6,3,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,1,34,8638,6,1,0,0,3,0,63,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,1,1,0,0,5,53,1,1,1,98,0,0,93
100057_2013,10,100057,1,3,1,11,8,18,26,12,8,1,0,10,2,35,39,35039,4,2006,1N4BA41E86C8,1,N,4,B,A,4,1,E,8,6,C,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,7,6,2,12,0,0,0,1,10,19975,6,1,0,0,3,3,65,164,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,50,1,1,2,1,0,0,15,10,1,2,2,64,1,0,94
100057_2013,10,100057,2,3,4,11,8,18,26,12,8,1,0,24,1,37,441,37441,20,2008,5FNRL38428B0,5,F,N,R,L,3,8,4,2,8,B,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,7,6,2,12,0,0,0,1,24,20851,6,1,0,0,3,0,72,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,62,7,2,3,65,0,0,95
100057_2013,10,100057,3,3,3,11,8,18,26,12,8,1,0,51,1,37,421,37421,15,2011,5FNYF4H29BB0,5,F,N,Y,F,4,H,2,9,B,B,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,1,5,12,6,2,1,0,0,0,1,51,22193,6,1,0,0,3,0,67,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,54,1,1,3,98,0,0,96
100058_2013,10,100058,1,2,3,17,8,21,19,12,1,1,0,10,2,20,431,20431,16,1999,1GNDT13W4X21,1,G,N,D,T,1,3,W,4,X,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,10,19971,6,1,0,0,3,0,71,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40,1,1,2,1,0,0,5,53,1,1,2,21,0,0,97
100058_2013,10,100058,2,2,2,17,8,21,19,12,1,1,0,10,2,41,35,41035,4,2002,JM1BJ2259215,J,M,1,B,J,2,2,5,9,2,1,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,12,0,0,0,1,10,19947,0,0,0,0,0,0,999,999,99,99,99,99,99,99,9999,99,9999,0,6,0,0,0,2,4,40,1,1,2,1,0,0,1,50,1,1,3,20,1,1,98
100059_2013,10,100059,1,1,1,27,7,10,40,34,0,1,0,10,1,72,706,72706,80,2012,1HD1GZM11CC3,1,H,D,1,G,Z,M,1,1,C,C,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,1,0,0,0,1,42,19348,1,1,6,0,2,0,71,999,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,2,0,1,1,2,1,0,0,1,13,1,2,4,2,1,1,99
100060_2013,10,100060,1,2,1,20,8,21,7,12,6,1,0,10,2,53,705,53705,80,2013,JS1GR7MA6D21,J,S,1,G,R,7,M,A,6,D,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,79,0,0,0,12,6,2,12,0,0,0,1,10,19720,1,1,0,0,2,0,72,166,0,2,0,0,1,11,2012,3,2013,5,36,0,0,0,2,4,50,1,1,2,1,0,0,1,70,1,1,3,79,1,1,100
100060_2013,10,100060,2,2,1,20,8,21,7,12,6,1,0,10,1,41,51,41051,4,2008,JM1BK32GX811,J,M,1,B,K,3,2,G,X,8,1,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,9,6,2,12,0,0,0,1,10,19711,6,1,0,0,3,0,68,145,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,10,15,1,1,7,78,0,0,101
100061_2013,10,100061,1,1,1,1,9,22,21,8,0,1,0,10,1,59,34,59034,4,2004,JTHBA30G7450,J,T,H,B,A,3,0,G,7,4,5,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,8,0,0,0,1,10,19720,6,1,0,0,3,0,68,235,0,0,0,0,0,0,0,0,0,0,86,0,0,0,3,4,55,1,1,2,1,0,0,1,80,6,2,2,13,0,0,102
100062_2013,10,100062,1,2,1,3,9,5,16,12,1,1,0,10,1,72,709,72709,80,2006,1HD1FBW1X6Y6,1,H,D,1,F,B,W,1,X,6,Y,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,1,10,19711,6,1,0,0,3,3,74,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,45,1,1,2,1,0,0,5,19,1,1,1,21,1,0,103
100062_2013,10,100062,2,2,1,3,9,5,16,12,1,1,0,24,1,2,404,2404,14,2001,1J4GW58N71C6,1,J,4,G,W,5,8,N,7,1,C,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,12,2,5,12,0,0,0,1,24,21921,6,1,0,0,3,3,70,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,45,1,1,2,1,0,0,1,90,1,1,1,20,0,0,104
100063_2013,10,100063,1,2,1,8,9,22,26,12,6,1,0,10,1,72,706,72706,80,2003,1HD1PGE153Y9,1,H,D,1,P,G,E,1,5,3,Y,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,78,0,0,0,11,6,2,12,0,0,0,1,10,19947,6,1,0,0,3,0,73,205,0,0,0,0,0,0,0,0,0,3,8,0,0,0,1,2,50,1,1,2,1,0,0,15,10,1,1,2,47,1,0,105
100063_2013,10,100063,2,2,1,8,9,22,26,12,6,1,0,10,1,20,403,20403,14,2004,1GNDS13S7423,1,G,N,D,S,1,3,S,7,4,2,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,1,6,2,12,0,0,0,1,10,19956,6,1,0,0,3,3,66,185,0,3,0,3,0,11,2010,5,2013,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,60,1,1,2,45,0,0,106
100064_2013,10,100064,1,2,1,7,9,8,45,12,1,1,0,10,1,21,2,21002,4,1997,1G3HN52K4V48,1,G,3,H,N,5,2,K,4,V,4,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,6,4,5,12,0,0,0,1,10,19904,6,1,0,0,3,3,71,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,35,1,1,2,1,0,0,1,53,1,1,3,25,0,0,107
